uid,SPORTS
25865,"club101"
25894,"club221"
25906,"club602"
25930,"club119"
25939,"club123"
25944,"club401"
25954,"club601"
25987,"club128"
26038,"club202"
26042,"club134"
26083,"club101"
26112,"club128"
26126,"club242"
26127,"club129"
26150,"club111"
26178,"club402"
26203,"club402"
26219,"club105"
26251,"club116"
26254,"club111"
26279,"club605"
26283,"club119"
26293,"club109"
26295,"club202"
26299,"club402"
26301,"club402"
26320,"club101"
26328,"club135"
26336,"club111"
26344,"club402"
26348,"club604"
26367,"club119"
26384,"club108"
26408,"club420"
26427,"club402"
26433,"club115"
26449,"club256"
26464,"club111"
26477,"club101"
26495,"club604"
26499,"club119"
26504,"club402"
26507,"club601"
26525,"club254"
26555,"club219"
26564,"club221"
26575,"club135"
26644,"club122"
26645,"club111"
26647,"club107"
26673,"club117"
26694,"club111"
26703,"club133"
26705,"club105"
26708,"club402"
26710,"club605"
26712,"club115"
26716,"club219"
26733,"club242"
26736,"club245"
26743,"club137"
26748,"club202"
26751,"club114"
26756,"club245"
26760,"club135"
26808,"club111"
26822,"club402"
26837,"club108"
26846,"club111"
26848,"club242"
26852,"club250"
26861,"club413"
26871,"club111"
26892,"club402"
26894,"club115"
26896,"club101"
26911,"club132"
26922,"club212"
26924,"club109"
26926,"club123"
26936,"club106"
26966,"club402"
27015,"club604"
27018,"club102"
27025,"club133"
27036,"club402"
27059,"club103"
27109,"club402"
27117,"club242"
27138,"club204"
27145,"club126"
27161,"club402"
27184,"club132"
27225,"club119"
27241,"club221"
27294,"club105"
27312,"club101"
27323,"club132"
27324,"club123"
27337,"club211"
27367,"club105"
27376,"club103"
27387,"club132"
27396,"club109"
27405,"club413"
27407,"club402"
27427,"club109"
27428,"club249"
27435,"club133"
27457,"club245"
27466,"club132"
27467,"club249"
27498,"club604"
27500,"club402"
27508,"club114"
27511,"club261"
27526,"club111"
27527,"club242"
27528,"club105"
27550,"club123"
27554,"club124"
27556,"club105"
27595,"club109"
27618,"club402"
27620,"club123"
27623,"club133"
27648,"club124"
27653,"club403"
27655,"club111"
27658,"club105"
27668,"club413"
27682,"club105"
27710,"club602"
27748,"club128"
27749,"club132"
27834,"club106"
27837,"club123"
27839,"club101"
27854,"club115"
27861,"club222"
27872,"club134"
27896,"club252"
27916,"club132"
27918,"club119"
27927,"club125"
27930,"club267"
27939,"club245"
27950,"club242"
27977,"club219"
27990,"club249"
28012,"club401"
28018,"club413"
28021,"club123"
28032,"club404"
28037,"club243"
28040,"club123"
28044,"club123"
28057,"club115"
28067,"club101"
28114,"club420"
28205,"club402"
28211,"club109"
28217,"club125"
28250,"club133"
28251,"club121"
28293,"club102"
28295,"club420"
28297,"club123"
28299,"club245"
28302,"club129"
28311,"club101"
28315,"club258"
28328,"club407"
28329,"club209"
28330,"club132"
28333,"club109"
28392,"club604"
28395,"club402"
28416,"club245"
28443,"club115"
28453,"club242"
28456,"club603"
28479,"club245"
28507,"club242"
28511,"club256"
28516,"club134"
28539,"club404"
28540,"club404"
28566,"club242"
28571,"club212"
28593,"club115"
28609,"club242"
28615,"club133"
28632,"club106"
28657,"club123"
28659,"club111"
28680,"club249"
28686,"club109"
28704,"club228"
28710,"club413"
28713,"club132"
28714,"club132"
28716,"club103"
28725,"club202"
28768,"club125"
28793,"club103"
28848,"club420"
28849,"club242"
28875,"club420"
28884,"club124"
28905,"club115"
28937,"club134"
28963,"club102"
28982,"club603"
29020,"club133"
29023,"club106"
29041,"club402"
29090,"club132"
29103,"club257"
29155,"club101"
29198,"club402"
29205,"club115"
29228,"club111"
29242,"club242"
29258,"club254"
29270,"club109"
29290,"club101"
29298,"club103"
29309,"club129"
29313,"club265"
29385,"club410"
29392,"club501"
29408,"club117"
29423,"club242"
29426,"club603"
29429,"club111"
29458,"club206"
29503,"club125"
29507,"club245"
29513,"club105"
29528,"club221"
29562,"club123"
29571,"club133"
29605,"club111"
29642,"club242"
29655,"club242"
29684,"club123"
29708,"club109"
29716,"club111"
29734,"club125"
29790,"club105"
29804,"club123"
29807,"club111"
29815,"club111"
29816,"club124"
29818,"club105"
29821,"club115"
29830,"club403"
29834,"club219"
29847,"club219"
29849,"club420"
29853,"club124"
29863,"club202"
29865,"club132"
29866,"club413"
29882,"club413"
29913,"club115"
29939,"club601"
29955,"club111"
29992,"club135"
30025,"club204"
30027,"club403"
30028,"club602"
30041,"club111"
30042,"club105"
30053,"club103"
30055,"club132"
30093,"club117"
30108,"club111"
30117,"club111"
30118,"club123"
30147,"club115"
30171,"club134"
30177,"club109"
30220,"club602"
30237,"club249"
30242,"club604"
30267,"club109"
30284,"club101"
30293,"club132"
30325,"club602"
30348,"club604"
30350,"club111"
30357,"club115"
30377,"club111"
30388,"club111"
30390,"club132"
30439,"club218"
30443,"club103"
30451,"club245"
30473,"club123"
30478,"club109"
30486,"club218"
30495,"club111"
30497,"club111"
30501,"club105"
30502,"club604"
30535,"club124"
30544,"club122"
30556,"club402"
30597,"club111"
30599,"club129"
30622,"club242"
30624,"club111"
30674,"club413"
30677,"club604"
30681,"club103"
30706,"club252"
30727,"club402"
30744,"club132"
30777,"club402"
30795,"club136"
30796,"club402"
30800,"club402"
30810,"club133"
30812,"club103"
30852,"club136"
30853,"club111"
30873,"club249"
30878,"club111"
30942,"club123"
30964,"club124"
31035,"club137"
31044,"club113"
31114,"club132"
31115,"club125"
31121,"club111"
31129,"club602"
31146,"club105"
31150,"club245"
31163,"club261"
31181,"club105"
31182,"club402"
31205,"club123"
31224,"club106"
31238,"club202"
31239,"club604"
31253,"club604"
31283,"club245"
31290,"club218"
31291,"club111"
31295,"club402"
31311,"club602"
31343,"club103"
31357,"club404"
31419,"club103"
31450,"club111"
31487,"club604"
31496,"club109"
31525,"club403"
31540,"club242"
31542,"club604"
31546,"club604"
31553,"club111"
31556,"club117"
31561,"club402"
31573,"club413"
31574,"club402"
31579,"club413"
31581,"club402"
31587,"club206"
31590,"club117"
31614,"club109"
31618,"club121"
31623,"club101"
31627,"club245"
31628,"club219"
31633,"club133"
31635,"club111"
31654,"club119"
31673,"club112"
31713,"club117"
31730,"club101"
31738,"club111"
31753,"club123"
31771,"club111"
31781,"club133"
31813,"club126"
31819,"club109"
31846,"club111"
31854,"club124"
31859,"club109"
31869,"club420"
31884,"club115"
31887,"club604"
31904,"club125"
31906,"club115"
31908,"club218"
31947,"club111"
31962,"club101"
31986,"club119"
31994,"club413"
32007,"club402"
32023,"club413"
32028,"club245"
32030,"club402"
32056,"club115"
32073,"club410"
32084,"club410"
32090,"club602"
32097,"club106"
32102,"club221"
32109,"club129"
32127,"club124"
32128,"club403"
32130,"club402"
32138,"club132"
32170,"club109"
32180,"club420"
32182,"club602"
32197,"club415"
32211,"club245"
32217,"club218"
32238,"club413"
32244,"club111"
32247,"club218"
32256,"club132"
32265,"club242"
32268,"club133"
32283,"club242"
32293,"club402"
32309,"club410"
32325,"club405"
32342,"club124"
32374,"club245"
32383,"club242"
32397,"club201"
32402,"club245"
32421,"club124"
32447,"club123"
32494,"club132"
32496,"club219"
32500,"club209"
32505,"club242"
32514,"club245"
32520,"club107"
32531,"club132"
32538,"club123"
32557,"club123"
32567,"club124"
32575,"club242"
32594,"club128"
32612,"club501"
32620,"club218"
32636,"club245"
32638,"club117"
32669,"club107"
32674,"club219"
32697,"club101"
32721,"club221"
32736,"club111"
32757,"club101"
32771,"club410"
32777,"club111"
32787,"club105"
32798,"club402"
32841,"club109"
32844,"club211"
32847,"club118"
32861,"club111"
32894,"club132"
32925,"club103"
32944,"club101"
32949,"club402"
32951,"club108"
32952,"club402"
32958,"club221"
33009,"club242"
33013,"club211"
33039,"club121"
33058,"club131"
33059,"club410"
33061,"club249"
33063,"club133"
33083,"club404"
33094,"club250"
33097,"club218"
33118,"club404"
33123,"club115"
33127,"club410"
33129,"club119"
33131,"club402"
33193,"club602"
33212,"club258"
33236,"club221"
33244,"club123"
33251,"club402"
33269,"club218"
33287,"club603"
33291,"club124"
33294,"club105"
33298,"club126"
33305,"club126"
33339,"club125"
33359,"club420"
33362,"club129"
33375,"club602"
33390,"club603"
33402,"club127"
33416,"club132"
33422,"club410"
33442,"club110"
33445,"club605"
33464,"club402"
33467,"club123"
33539,"club134"
33546,"club404"
33561,"club135"
33578,"club115"
33582,"club117"
33593,"club111"
33605,"club211"
33615,"club133"
33629,"club402"
33632,"club401"
33635,"club133"
33642,"club221"
33658,"club402"
33685,"club121"
33692,"club111"
33711,"club119"
33714,"club111"
33729,"club402"
33745,"club601"
33774,"club256"
33785,"club133"
33786,"club403"
33794,"club410"
33807,"club258"
33823,"club128"
33833,"club402"
33847,"club417"
33856,"club105"
33864,"club209"
33871,"club117"
33915,"club123"
33925,"club111"
33929,"club404"
33936,"club121"
33946,"club258"
33949,"club132"
33951,"club249"
33980,"club219"
33981,"club413"
34004,"club132"
34024,"club107"
34030,"club221"
34050,"club404"
34056,"club211"
34060,"club111"
34081,"club603"
34115,"club123"
34142,"club249"
34146,"club111"
34147,"club125"
34178,"club109"
34188,"club261"
34190,"club211"
34201,"club102"
34237,"club132"
34263,"club121"
34268,"club121"
34270,"club121"
34276,"club132"
34287,"club252"
34293,"club211"
34301,"club402"
34304,"club111"
34306,"club503"
34313,"club115"
34325,"club402"
34326,"club410"
34338,"club404"
34346,"club402"
34348,"club402"
34360,"club111"
34389,"club121"
34415,"club119"
34420,"club402"
34444,"club242"
34447,"club602"
34451,"club134"
34463,"club212"
34471,"club111"
34482,"club417"
34485,"club119"
34496,"club123"
34520,"club103"
34539,"club401"
34550,"club119"
34552,"club402"
34553,"club105"
34610,"club121"
34620,"club404"
34624,"club404"
34625,"club119"
34648,"club601"
34654,"club115"
34660,"club218"
34670,"club125"
34675,"club125"
34695,"club111"
34706,"club111"
34715,"club604"
34730,"club117"
34744,"club103"
34782,"club134"
34790,"club404"
34808,"club117"
34811,"club404"
34818,"club111"
34824,"club121"
34844,"club135"
34846,"club111"
34868,"club111"
34876,"club413"
34892,"club136"
34897,"club111"
34921,"club242"
34925,"club109"
34941,"club111"
34956,"club404"
34958,"club245"
34961,"club109"
34974,"club106"
34975,"club242"
35013,"club111"
35019,"club403"
35022,"club109"
35027,"club206"
35032,"club245"
35035,"club402"
35052,"club413"
35068,"club128"
35074,"club403"
35077,"club413"
35096,"club402"
35160,"club402"
35179,"club413"
35193,"club221"
35194,"club105"
35205,"club111"
35216,"club218"
35240,"club105"
35243,"club402"
35277,"club113"
35280,"club123"
35286,"club402"
35306,"club402"
35327,"club242"
35340,"club241"
35380,"club133"
35389,"club114"
35403,"club219"
35426,"club402"
35455,"club133"
35459,"club133"
35461,"club202"
35472,"club402"
35481,"club402"
35490,"club241"
35516,"club103"
35523,"club605"
35525,"club123"
35549,"club125"
35555,"club245"
35556,"club106"
35599,"club402"
35600,"club109"
35609,"club133"
35619,"club132"
35622,"club242"
35623,"club602"
35633,"club137"
35650,"club111"
35656,"club137"
35686,"club111"
35688,"club402"
35696,"club132"
35719,"club413"
35722,"club122"
35731,"club242"
35747,"club252"
35753,"club249"
35764,"club218"
35825,"club111"
35845,"club413"
35862,"club111"
35867,"club111"
35879,"club245"
35905,"club245"
35907,"club127"
35909,"club402"
35940,"club111"
35942,"club123"
35953,"club109"
35957,"club111"
35969,"club245"
36006,"club245"
36031,"club402"
36035,"club210"
36059,"club111"
36061,"club420"
36064,"club402"
36068,"club111"
36088,"club109"
36092,"club249"
36160,"club132"
36165,"club111"
36215,"club420"
36226,"club402"
36232,"club111"
36268,"club219"
36269,"club111"
36292,"club105"
36301,"club105"
36311,"club111"
36328,"club133"
36330,"club211"
36352,"club107"
36355,"club242"
36356,"club123"
36359,"club109"
36362,"club402"
36363,"club117"
36385,"club111"
36411,"club402"
36415,"club413"
36421,"club242"
36433,"club128"
36435,"club242"
36518,"club402"
36534,"club402"
36541,"club111"
36567,"club604"
36591,"club117"
36618,"club415"
36625,"club105"
36642,"club119"
36655,"club105"
36659,"club134"
36685,"club245"
36686,"club119"
36706,"club105"
36707,"club245"
36719,"club256"
36733,"club129"
36739,"club401"
36751,"club105"
36764,"club101"
36803,"club221"
36866,"club124"
36906,"club410"
36933,"club111"
36973,"club604"
36983,"club111"
36988,"club111"
36993,"club410"
37010,"club403"
37018,"club111"
37021,"club111"
37028,"club410"
37033,"club403"
37065,"club103"
37075,"club132"
37119,"club111"
37131,"club206"
37149,"club413"
37159,"club111"
37163,"club111"
37183,"club221"
37188,"club103"
37204,"club123"
37217,"club129"
37251,"club604"
37255,"club125"
37257,"club401"
37272,"club134"
37284,"club105"
37304,"club203"
37315,"club134"
37332,"club105"
37342,"club218"
37357,"club211"
37358,"club117"
37376,"club129"
37381,"club221"
37395,"club105"
37408,"club211"
37412,"club111"
37420,"club604"
37422,"club111"
37425,"club604"
37448,"club206"
37459,"club122"
37484,"club402"
37489,"club111"
37492,"club111"
37514,"club113"
37516,"club604"
37519,"club242"
37526,"club111"
37541,"club601"
37561,"club127"
37566,"club604"
37569,"club604"
37624,"club242"
37634,"club117"
37642,"club115"
37652,"club119"
37662,"club111"
37674,"club115"
37717,"club103"
37725,"club129"
37735,"club404"
37746,"club602"
37756,"club602"
37759,"club219"
37761,"club605"
37772,"club245"
37779,"club109"
37807,"club111"
37829,"club403"
37851,"club403"
37853,"club109"
37860,"club107"
37861,"club123"
37878,"club115"
37879,"club126"
37887,"club221"
37889,"club119"
37896,"club136"
37903,"club123"
37935,"club134"
37938,"club403"
37959,"club111"
37962,"club126"
37969,"club119"
37970,"club111"
37972,"club602"
37987,"club105"
37990,"club115"
38013,"club111"
38028,"club111"
38044,"club111"
38046,"club218"
38089,"club267"
38095,"club109"
38097,"club133"
38100,"club256"
38119,"club111"
38131,"club123"
38143,"club402"
38153,"club115"
38164,"club111"
38166,"club206"
38183,"club124"
38196,"club403"
38202,"club602"
38219,"club403"
38222,"club105"
38228,"club103"
38233,"club133"
38234,"club266"
38253,"club111"
38275,"club111"
38285,"club111"
38291,"club413"
38299,"club111"
38342,"club111"
38343,"club237"
38352,"club105"
38382,"club111"
38391,"club404"
38394,"club132"
38420,"club136"
38422,"club128"
38429,"club413"
38432,"club125"
38439,"club403"
38466,"club245"
38506,"club413"
38510,"club125"
38528,"club123"
38580,"club413"
38590,"club113"
38600,"club413"
38619,"club111"
38656,"club111"
38660,"club123"
38668,"club413"
38671,"club413"
38677,"club132"
38679,"club402"
38699,"club109"
38705,"club132"
38734,"club132"
38745,"club252"
38759,"club602"
38782,"club111"
38792,"club123"
38793,"club111"
38796,"club604"
38802,"club245"
38810,"club503"
38827,"club111"
38834,"club242"
38839,"club503"
38849,"club128"
38863,"club101"
38893,"club132"
38894,"club101"
38928,"club115"
38929,"club111"
38935,"club115"
38980,"club128"
39005,"club111"
39013,"club602"
39055,"club123"
39057,"club111"
39063,"club108"
39079,"club111"
39087,"club103"
39105,"club132"
39106,"club403"
39118,"club111"
39128,"club401"
39162,"club101"
39170,"club123"
39180,"club123"
39215,"club103"
39217,"club403"
39230,"club101"
39233,"club413"
39297,"club105"
39306,"club111"
39315,"club403"
39327,"club413"
39331,"club403"
39349,"club105"
39354,"club124"
39374,"club115"
39378,"club105"
39457,"club219"
39460,"club249"
39471,"club115"
39473,"club111"
39495,"club109"
39500,"club403"
39508,"club245"
39516,"club233"
39525,"club101"
39551,"club604"
39565,"club403"
39587,"club403"
39624,"club108"
39627,"club111"
39687,"club124"
39688,"club413"
39692,"club105"
39740,"club115"
39749,"club103"
39757,"club111"
39760,"club109"
39780,"club132"
39783,"club404"
39795,"club119"
39800,"club403"
39808,"club109"
39827,"club256"
39840,"club503"
39850,"club105"
39864,"club221"
39868,"club129"
39878,"club124"
39889,"club245"
39891,"club602"
39893,"club221"
39905,"club403"
39915,"club101"
39969,"club218"
39990,"club134"
40016,"club245"
40023,"club133"
40048,"club604"
40052,"club245"
40058,"club134"
40071,"club123"
40161,"club134"
40175,"club237"
40192,"club125"
40196,"club218"
40202,"club134"
40231,"club410"
40245,"club132"
40271,"club402"
40288,"club402"
40308,"club115"
40324,"club403"
40343,"club123"
40368,"club124"
40410,"club115"
40422,"club261"
40440,"club245"
40460,"club111"
40479,"club402"
40486,"club245"
40488,"club221"
40502,"club402"
40504,"club133"
40505,"club129"
40509,"club403"
40517,"club605"
40521,"club249"
40552,"club124"
40564,"club108"
40580,"club242"
40581,"club602"
40583,"club218"
40603,"club102"
40631,"club403"
40632,"club114"
40644,"club106"
40662,"club403"
40669,"club103"
40677,"club125"
40680,"club132"
40681,"club602"
40713,"club402"
40715,"club413"
40740,"club403"
40755,"club111"
40794,"club602"
40795,"club602"
40807,"club132"
40838,"club124"
40845,"club403"
40856,"club402"
40878,"club105"
40896,"club132"
40897,"club243"
40902,"club111"
40936,"club413"
40988,"club109"
41002,"club111"
41040,"club123"
41050,"club402"
41073,"club420"
41088,"club132"
41091,"club413"
41103,"club245"
41106,"club133"
41117,"club250"
41122,"club109"
41147,"club245"
41158,"club111"
41160,"club420"
41179,"club111"
41200,"club133"
41239,"club402"
41278,"club135"
41283,"club237"
41289,"club218"
41290,"club109"
41333,"club138"
41345,"club402"
41356,"club111"
41361,"club109"
41408,"club218"
41411,"club108"
41412,"club111"
41415,"club242"
41445,"club123"
41446,"club242"
41448,"club133"
41458,"club117"
41474,"club101"
41476,"club109"
41480,"club111"
41487,"club105"
41489,"club245"
41490,"club413"
41530,"club242"
41551,"club245"
41570,"club210"
41575,"club413"
41577,"club105"
41578,"club111"
41588,"club105"
41601,"club133"
41610,"club133"
41616,"club401"
41639,"club129"
41652,"club245"
41653,"club119"
41663,"club123"
41682,"club111"
41683,"club402"
41702,"club133"
41714,"club111"
41728,"club105"
41759,"club105"
41783,"club401"
41797,"club133"
41799,"club242"
41800,"club602"
41803,"club602"
41804,"club403"
41806,"club245"
41824,"club407"
41827,"club602"
41834,"club233"
41846,"club404"
41849,"club111"
41861,"club111"
41864,"club111"
41867,"club402"
41925,"club402"
41932,"club402"
41934,"club123"
41943,"club402"
41956,"club218"
41962,"club602"
41965,"club111"
41975,"club119"
42016,"club245"
42023,"club219"
42036,"club131"
42041,"club202"
42063,"club245"
42070,"club404"
42092,"club602"
42095,"club123"
42096,"club125"
42115,"club418"
42117,"club119"
42159,"club105"
42182,"club123"
42211,"club107"
42221,"club418"
42225,"club103"
42247,"club602"
42251,"club602"
42286,"club420"
42289,"club111"
42294,"club111"
42298,"club242"
42301,"club109"
42315,"club105"
42347,"club111"
42351,"club101"
42355,"club111"
42358,"club407"
42374,"club111"
42390,"club111"
42414,"club115"
42419,"club245"
42446,"club111"
42449,"club604"
42452,"club111"
42531,"club413"
42533,"club204"
42535,"club109"
42567,"club602"
42574,"club117"
42585,"club132"
42613,"club105"
42628,"club403"
42652,"club119"
42658,"club128"
42665,"club111"
42666,"club111"
42673,"club109"
42675,"club242"
42708,"club123"
42730,"club242"
42734,"club111"
42742,"club124"
42747,"club129"
42756,"club111"
42774,"club602"
42784,"club219"
42790,"club602"
42793,"club218"
42824,"club413"
42829,"club111"
42841,"club125"
42874,"club129"
42906,"club242"
42909,"club111"
42934,"club111"
42941,"club105"
42952,"club105"
42962,"club115"
42963,"club202"
43014,"club105"
43020,"club111"
43029,"club117"
43038,"club109"
43063,"club602"
43064,"club420"
43093,"club111"
43101,"club118"
43108,"club105"
43114,"club602"
43119,"club420"
43136,"club111"
43137,"club602"
43149,"club111"
43159,"club108"
43211,"club109"
43218,"club124"
43219,"club119"
43268,"club410"
43272,"club602"
43277,"club604"
43307,"club113"
43308,"club402"
43332,"club604"
43367,"club105"
43373,"club221"
43388,"club132"
43412,"club123"
43467,"club101"
43496,"club135"
43505,"club113"
43522,"club109"
43539,"club108"
43577,"club242"
43624,"club109"
43635,"club132"
43656,"club132"
43679,"club108"
43683,"club124"
43700,"club111"
43712,"club101"
43718,"club402"
43755,"club242"
43768,"club101"
43808,"club402"
43823,"club128"
43826,"club101"
43845,"club402"
43861,"club221"
43869,"club125"
43884,"club109"
43891,"club109"
43911,"club132"
43916,"club403"
43918,"club118"
43927,"club125"
43943,"club403"
43946,"club125"
43959,"club124"
43960,"club105"
43962,"club245"
43975,"club242"
44033,"club604"
44046,"club101"
44072,"club242"
44085,"club109"
44103,"club109"
44109,"club125"
44126,"club128"
44129,"club117"
44136,"club604"
44161,"club132"
44170,"club503"
44173,"club111"
44184,"club233"
44187,"club111"
44217,"club123"
44221,"club109"
44230,"club123"
44235,"club109"
44256,"club402"
44261,"club109"
44262,"club101"
44265,"club209"
44272,"club111"
44278,"club213"
44324,"club105"
44356,"club123"
44407,"club202"
44454,"club413"
44495,"club206"
44577,"club101"
44594,"club111"
44598,"club132"
44617,"club221"
44629,"club202"
44660,"club413"
44670,"club413"
44679,"club402"
44697,"club132"
44741,"club403"
44790,"club413"
44792,"club132"
44801,"club111"
44807,"club111"
44825,"club209"
44832,"club245"
44856,"club123"
44875,"club420"
44897,"club111"
44906,"club420"
44913,"club413"
44942,"club123"
45018,"club503"
45029,"club101"
45032,"club604"
45042,"club126"
45048,"club417"
45078,"club254"
45097,"club109"
45103,"club243"
45116,"club117"
45118,"club111"
45121,"club109"
45125,"club201"
45139,"club111"
45149,"club111"
45158,"club404"
45162,"club402"
45165,"club404"
45166,"club123"
45167,"club402"
45171,"club111"
45190,"club123"
45213,"club101"
45223,"club402"
45226,"club124"
45247,"club111"
45256,"club111"
45264,"club111"
45307,"club101"
45313,"club132"
45331,"club404"
45336,"club245"
45343,"club602"
45361,"club107"
45373,"club108"
45388,"club602"
45398,"club413"
45399,"club109"
45402,"club413"
45410,"club127"
45411,"club402"
45453,"club403"
45471,"club404"
45482,"club111"
45509,"club602"
45534,"club404"
45540,"club242"
45543,"club113"
45591,"club111"
45609,"club132"
45623,"club111"
45630,"club126"
45639,"club123"
45685,"club111"
45686,"club111"
45713,"club115"
45717,"club233"
45746,"club111"
45755,"club109"
45758,"club105"
45765,"club109"
45792,"club111"
45808,"club402"
45809,"club119"
45814,"club111"
45834,"club245"
45837,"club111"
45879,"club201"
45892,"club126"
45907,"club402"
45911,"club113"
45973,"club125"
45989,"club402"
46000,"club204"
46012,"club604"
46035,"club129"
46053,"club111"
46091,"club109"
46117,"club111"
46157,"club133"
46167,"club123"
46173,"club136"
46207,"club101"
46244,"club219"
46255,"club604"
46259,"club133"
46260,"club123"
46261,"club415"
46262,"club261"
46277,"club212"
46278,"club401"
46282,"club601"
46286,"club111"
46290,"club125"
46303,"club132"
46359,"club219"
46399,"club101"
46402,"club206"
46409,"club114"
46434,"club123"
46443,"club123"
46459,"club138"
46468,"club123"
46473,"club111"
46478,"club106"
46480,"club413"
46481,"club402"
46491,"club123"
46516,"club604"
46521,"club111"
46532,"club111"
46559,"club117"
46566,"club233"
46580,"club413"
46602,"club249"
46657,"club125"
46736,"club402"
46774,"club413"
46788,"club115"
46795,"club111"
46824,"club125"
46825,"club123"
46858,"club134"
46900,"club402"
46902,"club402"
46924,"club420"
47020,"club109"
47031,"club111"
47051,"club105"
47069,"club602"
47077,"club201"
47084,"club403"
47087,"club125"
47100,"club402"
47125,"club127"
47135,"club403"
47143,"club403"
47148,"club109"
47164,"club105"
47175,"club233"
47181,"club403"
47260,"club218"
47269,"club117"
47274,"club126"
47295,"club402"
47332,"club115"
47347,"club115"
47363,"club125"
47366,"club111"
47369,"club111"
47374,"club108"
47422,"club123"
47432,"club114"
47440,"club128"
47442,"club242"
47459,"club217"
47463,"club124"
47482,"club123"
47524,"club402"
47545,"club128"
47564,"club133"
47576,"club221"
47591,"club134"
47628,"club218"
47636,"club111"
47688,"club417"
47759,"club245"
47773,"club266"
47777,"club109"
47788,"club604"
47805,"club403"
47829,"club125"
47843,"club132"
47902,"club101"
47912,"club233"
47928,"club132"
47942,"club124"
47960,"club125"
47962,"club134"
47964,"club403"
47983,"club213"
47985,"club243"
47995,"club115"
47996,"club402"
47997,"club111"
48012,"club221"
48026,"club403"
48038,"club221"
48048,"club123"
48061,"club403"
48064,"club132"
48067,"club245"
48097,"club420"
48106,"club403"
48108,"club103"
48122,"club402"
48127,"club119"
48151,"club111"
48171,"club111"
48184,"club111"
48193,"club127"
48214,"club111"
48237,"club111"
48241,"club205"
48262,"club604"
48263,"club111"
48278,"club218"
48297,"club266"
48298,"club111"
48324,"club121"
48331,"club202"
48333,"club604"
48345,"club109"
48355,"club109"
48377,"club105"
48378,"club117"
48406,"club402"
48408,"club219"
48412,"club118"
48421,"club111"
48464,"club134"
48491,"club123"
48505,"club109"
48507,"club129"
48524,"club111"
48584,"club123"
48621,"club111"
48641,"club111"
48647,"club413"
48699,"club117"
48752,"club605"
48762,"club219"
48778,"club134"
48779,"club111"
48790,"club413"
48821,"club119"
48827,"club219"
48889,"club125"
48900,"club132"
48911,"club132"
48934,"club132"
48972,"club105"
48997,"club605"
49011,"club133"
49050,"club132"
49055,"club115"
49111,"club111"
49133,"club202"
49137,"club103"
49146,"club112"
49149,"club242"
49169,"club135"
49248,"club111"
49262,"club109"
49276,"club221"
49282,"club111"
49291,"club113"
49303,"club111"
49315,"club402"
49320,"club111"
49333,"club117"
49344,"club118"
49366,"club401"
49384,"club604"
49398,"club115"
49415,"club402"
49424,"club124"
49428,"club604"
49457,"club117"
49459,"club108"
49487,"club111"
49497,"club111"
49528,"club221"
49557,"club242"
49565,"club111"
49579,"club111"
49611,"club403"
49616,"club218"
49634,"club261"
49637,"club111"
49638,"club101"
49651,"club133"
49657,"club117"
49675,"club105"
49676,"club258"
49687,"club213"
49729,"club132"
49777,"club604"
49828,"club103"
49840,"club242"
49863,"club413"
49870,"club123"
49887,"club105"
49899,"club242"
49918,"club134"
49932,"club233"
49941,"club113"
49966,"club111"
49980,"club109"
49985,"club218"
49995,"club123"
50000,"club111"
50008,"club124"
50010,"club109"
50011,"club109"
50013,"club133"
50014,"club402"
50081,"club136"
50097,"club242"
50105,"club125"
50118,"club115"
50121,"club109"
50126,"club105"
50127,"club124"
50133,"club115"
50135,"club218"
50148,"club117"
50188,"club133"
50199,"club209"
50203,"club218"
50258,"club403"
50272,"club221"
50302,"club602"
50307,"club204"
50320,"club111"
50344,"club403"
50351,"club105"
50354,"club256"
50359,"club115"
50387,"club109"
50394,"club123"
50431,"club242"
50437,"club403"
50439,"club221"
50446,"club209"
50456,"club209"
50471,"club111"
50486,"club212"
50496,"club109"
50597,"club245"
50635,"club402"
50636,"club119"
50641,"club124"
50662,"club134"
50684,"club261"
50707,"club127"
50726,"club111"
50775,"club133"
50777,"club111"
50804,"club212"
50805,"club111"
50821,"club111"
50841,"club111"
50864,"club403"
50866,"club123"
50880,"club115"
50892,"club133"
50899,"club116"
50906,"club123"
50950,"club123"
50970,"club602"
50977,"club254"
50979,"club602"
50981,"club119"
50990,"club105"
51000,"club132"
51010,"club132"
51049,"club125"
51081,"club132"
51086,"club601"
51138,"club105"
51147,"club410"
51157,"club403"
51179,"club222"
51204,"club218"
51214,"club105"
51224,"club103"
51226,"club105"
51235,"club128"
51259,"club129"
51265,"club105"
51273,"club242"
51290,"club242"
51308,"club111"
51317,"club105"
51334,"club123"
51338,"club111"
51352,"club123"
51384,"club125"
51400,"club402"
51461,"club602"
51462,"club413"
51466,"club129"
51495,"club602"
51498,"club101"
51502,"club402"
51504,"club245"
51513,"club111"
51532,"club402"
51558,"club111"
51563,"club402"
51590,"club111"
51600,"club267"
51657,"club117"
51689,"club205"
51697,"club124"
51712,"club245"
51739,"club402"
51743,"club111"
51758,"club209"
51778,"club111"
51785,"club403"
51803,"club123"
51811,"club602"
51817,"club108"
51834,"club202"
51839,"club109"
51850,"club413"
51878,"club111"
51887,"club109"
51897,"club125"
51914,"club123"
51922,"club117"
51930,"club403"
51957,"club602"
51987,"club105"
52011,"club218"
52017,"club602"
52019,"club403"
52026,"club111"
52033,"club123"
