uid,previous_occupation_42,Previous_emp_type,retirement_age
25443,"csp_6_4","cond|1|6",60
25445,"csp_4_5","cond|1|6",60
25448,"csp_5_2","cond|1|6",60
25458,"csp_2_2","cond|2|1",62
25483,"csp_5_6","cond|1|6",55
25484,"csp_3_8","cond|1|6",60
25488,"csp_5_6","cond|1|6",62
25496,"csp_6_4","cond|1|6",58
25509,"csp_6_7","cond|1|6",57
25511,"csp_2_2","cond|2|1",60
25523,"csp_5_6","cond|1|5",63
25530,"csp_4_2","cond|1|6",60
25542,"csp_4_3","cond|2|1",60
25557,"csp_5_6","cond|1|6",53
25560,"csp_4_6","cond|1|6",53
25576,"csp_5_2","cond|1|6",55
25577,"csp_3_3","cond|1|5",57
25593,"csp_6_2","cond|1|6",56
25601,"csp_4_8","cond|1|6",60
25605,"csp_6_4","cond|1|6",60
25610,"csp_4_6","cond|1|6",65
25620,"csp_3_5","cond|2|1",65
25621,"csp_3_5","cond|2|1",62
25629,"csp_1_1","cond|2|1",60
25643,"csp_6_8","cond|1|6",65
25654,"csp_2_2","cond|2|1",60
25658,"csp_4_6","cond|1|6",64
25664,"csp_6_7","cond|1|6",60
25676,"csp_6_7","cond|1|6",60
25679,"csp_5_4","cond|1|6",65
25688,"csp_6_3","cond|1|6",60
25689,"csp_6_5","cond|1|6",60
25700,"csp_5_2","cond|1|6",60
25703,"csp_3_8","cond|1|6",60
25713,"csp_6_3","cond|1|6",60
25717,"csp_6_8","cond|1|6",55
25719,"csp_5_4","cond|1|6",60
25724,"csp_3_7","cond|1|6",60
25725,"csp_3_8","cond|1|6",60
25728,"csp_2_3","cond|2|2",60
25731,"csp_6_4","cond|1|6",56
25732,"csp_5_5","cond|1|6",60
25746,"csp_5_6","cond|1|6",60
25754,"csp_5_6","cond|1|5",61
25757,"csp_6_8","cond|1|6",59
25759,"csp_5_5","cond|1|6",64
25762,"csp_5_2","cond|1|6",60
25769,"csp_6_3","cond|1|3",60
25783,"csp_4_7","cond|1|6",64
25795,"csp_6_3","cond|1|6",60
25807,"csp_4_6","cond|1|6",53
25808,"csp_5_2","cond|1|6",60
25817,"csp_3_8","cond|1|6",60
25835,"csp_6_3","cond|1|6",60
25837,"csp_5_4","cond|1|6",63
25841,"csp_5_6","cond|1|6",65
25853,"csp_4_7","cond|1|6",64
25860,"csp_5_6","cond|1|6",60
25863,"csp_5_3","cond|1|6",59
25868,"csp_3_7","cond|1|6",62
25874,"csp_5_2","cond|1|6",64
25887,"csp_5_3","cond|1|6",60
25888,"csp_4_2","cond|1|5",59
25891,"csp_4_3","cond|1|6",55
25900,"csp_6_5","cond|1|6",61
25912,"csp_5_2","cond|1|6",60
25931,"csp_3_4","cond|1|6",60
25944,"csp_6_4","cond|1|5",59
25961,"csp_5_2","cond|1|6",60
25967,"csp_5_5","cond|1|6",65
25979,"csp_5_5","cond|1|6",64
25984,"csp_1_1","cond|2|1",60
25995,"csp_4_6","cond|1|6",60
25999,"csp_6_3","cond|1|6",60
26011,"csp_5_4","cond|1|3",60
26014,"csp_6_8","cond|1|6",60
26038,"csp_6_9","cond|1|6",59
26040,"csp_5_2","cond|1|5",60
26049,"csp_6_4","cond|1|6",62
26059,"csp_2_3","cond|2|2",60
26066,"csp_1_1","cond|2|1",60
26070,"csp_4_3","cond|1|5",60
26071,"csp_4_3","cond|2|1",60
26072,"csp_6_3","cond|1|6",65
26099,"csp_5_2","cond|1|6",60
26106,"csp_2_1","cond|2|2",54
26116,"csp_6_7","cond|1|6",60
26121,"csp_4_2","cond|1|6",65
26123,"csp_3_4","cond|1|6",60
26144,"csp_5_6","cond|1|6",56
26152,"csp_2_2","cond|2|1",61
26165,"csp_4_2","cond|1|5",60
26172,"csp_5_6","cond|1|6",61
26178,"csp_5_2","cond|1|6",60
26182,"csp_5_3","cond|1|6",55
26223,"csp_5_2","cond|1|6",65
26230,"csp_6_2","cond|1|2",57
26235,"csp_6_5","cond|1|6",60
26248,"csp_5_2","cond|1|6",64
26249,"csp_5_6","cond|1|6",61
26251,"csp_3_7","cond|1|6",65
26271,"csp_5_2","cond|1|6",56
26278,"csp_3_3","cond|1|6",63
26290,"csp_5_5","cond|1|6",63
26299,"csp_4_6","cond|1|6",65
26303,"csp_3_3","cond|1|6",59
26318,"csp_5_4","cond|1|6",56
26321,"csp_5_4","cond|1|6",63
26326,"csp_4_7","cond|1|6",60
26330,"csp_6_4","cond|1|6",60
26335,"csp_6_8","cond|1|3",58
26338,"csp_5_2","cond|1|6",65
26344,"csp_4_2","cond|1|6",65
26351,"csp_3_7","cond|1|6",60
26362,"csp_6_7","cond|1|6",65
26367,"csp_3_7","cond|1|6",64
26413,"csp_5_5","cond|1|6",54
26422,"csp_2_2","cond|2|1",60
26423,"csp_6_5","cond|1|6",60
26427,"csp_5_2","cond|1|6",60
26429,"csp_3_8","cond|1|6",65
26431,"csp_4_7","cond|1|6",60
26436,"csp_6_7","cond|1|6",62
26454,"csp_5_4","cond|1|6",65
26471,"csp_4_2","cond|1|6",65
26473,"csp_5_4","cond|1|6",60
26478,"csp_5_2","cond|1|5",60
26486,"csp_4_5","cond|1|6",60
26496,"csp_4_3","cond|1|6",63
26497,"csp_6_4","cond|1|6",60
26499,"csp_6_3","cond|1|6",64
26504,"csp_5_4","cond|1|6",60
26518,"csp_5_2","cond|1|6",60
26537,"csp_3_4","cond|1|6",60
26540,"csp_5_2","cond|1|6",57
26544,"csp_6_2","cond|1|6",66
26549,"csp_5_2","cond|1|6",60
26551,"csp_5_2","cond|1|6",53
26567,"csp_5_2","cond|1|6",59
26593,"csp_2_1","cond|2|2",62
26596,"csp_6_4","cond|1|6",60
26621,"csp_5_4","cond|1|6",60
26634,"csp_4_6","cond|1|6",55
26676,"csp_3_1","cond|2|2",60
26679,"csp_4_6","cond|1|6",60
26684,"csp_6_8","cond|1|5",65
26695,"csp_5_4","cond|1|6",60
26700,"csp_4_2","cond|1|6",65
26708,"csp_5_6","cond|1|6",58
26714,"csp_4_6","cond|2|1",64
26723,"csp_5_4","cond|1|6",61
26731,"csp_4_6","cond|1|6",65
26734,"csp_4_3","cond|1|6",60
26742,"csp_5_2","cond|1|6",60
26745,"csp_6_3","cond|1|6",64
26747,"csp_3_1","cond|1|6",55
26752,"csp_5_2","cond|1|5",54
26754,"csp_5_6","cond|1|6",63
26757,"csp_5_2","cond|1|6",59
26764,"csp_2_1","cond|2|2",60
26770,"csp_6_2","cond|1|6",63
26788,"csp_5_2","cond|1|6",60
26789,"csp_2_1","cond|2|2",60
26791,"csp_6_7","cond|1|6",61
26796,"csp_1_3","cond|2|2",59
26798,"csp_4_8","cond|1|6",59
26800,"csp_5_3","cond|1|6",56
26813,"csp_5_2","cond|1|5",64
26818,"csp_4_2","cond|1|6",62
26839,"csp_5_6","cond|1|6",63
26847,"csp_4_7","cond|1|6",61
26857,"csp_5_5","cond|1|6",62
26861,"csp_6_4","cond|1|6",56
26864,"csp_2_1","cond|2|1",59
26865,"csp_4_6","cond|1|2",55
26867,"csp_5_3","cond|1|6",61
26870,"csp_5_2","cond|1|6",60
26879,"csp_5_6","cond|1|6",60
26883,"csp_3_7","cond|1|6",60
26889,"csp_5_4","cond|1|6",64
26907,"csp_5_4","cond|1|6",61
26929,"csp_6_8","cond|1|6",60
26932,"csp_4_3","cond|1|6",60
26933,"csp_6_4","cond|1|6",59
26938,"csp_4_7","cond|1|6",63
26966,"csp_6_4","cond|1|6",54
26975,"csp_3_7","cond|1|6",60
26979,"csp_3_1","cond|2|1",60
26982,"csp_6_4","cond|1|6",57
26987,"csp_5_6","cond|1|6",65
27000,"csp_4_6","cond|1|6",60
27006,"csp_3_8","cond|1|6",60
27010,"csp_2_2","cond|2|1",57
27039,"csp_3_1","cond|2|2",60
27057,"csp_2_1","cond|2|2",61
27103,"csp_6_8","cond|1|6",60
27109,"csp_5_6","cond|1|5",60
27110,"csp_5_2","cond|1|6",54
27113,"csp_6_4","cond|1|6",60
27117,"csp_5_2","cond|1|6",63
27126,"csp_3_1","cond|2|1",62
27131,"csp_2_2","cond|2|1",59
27144,"csp_5_6","cond|1|6",59
27146,"csp_4_2","cond|1|6",63
27153,"csp_5_2","cond|1|6",61
27165,"csp_4_6","cond|1|6",63
27167,"csp_5_6","cond|1|6",60
27169,"csp_4_2","cond|1|6",65
27176,"csp_6_7","cond|1|6",60
27182,"csp_4_6","cond|1|3",59
27184,"csp_5_5","cond|1|6",59
27190,"csp_2_1","cond|2|1",58
27191,"csp_5_2","cond|1|6",60
27194,"csp_5_5","cond|1|6",60
27199,"csp_4_7","cond|1|6",60
27205,"csp_6_3","cond|1|6",61
27209,"csp_5_6","cond|1|6",65
27222,"csp_2_1","cond|2|1",60
27223,"csp_5_5","cond|1|6",60
27227,"csp_3_5","cond|2|1",60
27233,"csp_2_2","cond|2|1",65
27238,"csp_3_7","cond|1|6",55
27245,"csp_5_6","cond|1|6",63
27278,"csp_1_1","cond|2|1",65
27292,"csp_5_4","cond|1|6",60
27293,"csp_1_1","cond|2|1",62
27296,"csp_6_8","cond|1|6",59
27299,"csp_5_2","cond|1|6",60
27307,"csp_5_2","cond|1|6",57
27312,"csp_5_6","cond|1|6",61
27317,"csp_4_7","cond|1|6",63
27324,"csp_3_3","cond|1|6",60
27327,"csp_4_7","cond|1|6",60
27330,"csp_4_3","cond|2|1",62
27333,"csp_2_1","cond|2|1",60
27337,"csp_4_2","cond|2|1",55
27342,"csp_6_2","cond|1|6",55
27347,"csp_5_4","cond|1|6",52
27363,"csp_4_5","cond|1|6",54
27379,"csp_4_6","cond|1|6",62
27381,"csp_3_7","cond|1|6",60
27385,"csp_5_4","cond|1|6",60
27387,"csp_3_7","cond|1|6",59
27403,"csp_5_6","cond|1|6",60
27410,"csp_5_4","cond|1|5",65
27414,"csp_6_3","cond|1|6",60
27417,"csp_6_7","cond|1|6",60
27420,"csp_5_2","cond|1|6",60
27429,"csp_6_8","cond|1|6",66
27452,"csp_5_6","cond|1|6",64
27459,"csp_5_6","cond|1|6",65
27464,"csp_5_6","cond|1|6",60
27465,"csp_2_2","cond|2|1",60
27471,"csp_4_5","cond|1|6",64
27480,"csp_5_2","cond|1|6",60
27497,"csp_2_2","cond|2|3",57
27515,"csp_5_2","cond|1|6",65
27519,"csp_6_2","cond|1|6",65
27532,"csp_4_6","cond|1|6",58
27535,"csp_5_2","cond|1|6",55
27544,"csp_4_7","cond|1|6",60
27546,"csp_2_3","cond|2|2",66
27548,"csp_5_6","cond|1|6",60
27551,"csp_4_2","cond|1|6",60
27568,"csp_5_6","cond|1|5",60
27594,"csp_1_1","cond|2|1",60
27597,"csp_5_4","cond|1|6",60
27614,"csp_3_7","cond|1|6",61
27625,"csp_6_2","cond|1|6",65
27630,"csp_6_8","cond|1|6",60
27634,"csp_2_2","cond|2|1",59
27650,"csp_5_5","cond|1|6",60
27653,"csp_4_3","cond|1|6",54
27657,"csp_1_1","cond|2|1",65
27660,"csp_2_2","cond|2|1",60
27671,"csp_4_6","cond|1|6",63
27676,"csp_4_5","cond|1|6",65
27684,"csp_4_2","cond|2|1",54
27690,"csp_5_2","cond|1|6",60
27698,"csp_6_7","cond|1|6",60
27700,"csp_4_7","cond|1|6",65
27707,"csp_4_3","cond|1|6",60
27713,"csp_5_4","cond|1|6",60
27720,"csp_4_3","cond|1|6",63
27721,"csp_6_2","cond|1|6",65
27726,"csp_6_8","cond|1|6",58
27727,"csp_3_7","cond|1|6",63
27728,"csp_5_4","cond|1|6",60
27749,"csp_4_6","cond|1|5",58
27752,"csp_5_4","cond|1|5",60
27759,"csp_5_2","cond|1|5",60
27760,"csp_5_4","cond|1|6",65
27769,"csp_5_4","cond|1|6",61
27789,"csp_4_7","cond|1|6",60
27796,"csp_4_7","cond|1|6",65
27800,"csp_4_7","cond|1|6",60
27804,"csp_5_6","cond|1|5",62
27806,"csp_4_2","cond|1|6",65
27810,"csp_5_6","cond|1|5",60
27813,"csp_6_7","cond|1|6",56
27822,"csp_3_3","cond|1|6",56
27829,"csp_5_5","cond|1|6",65
27845,"csp_5_2","cond|1|3",60
27848,"csp_5_6","cond|1|6",60
27849,"csp_3_4","cond|1|6",58
27859,"csp_5_4","cond|1|6",60
27862,"csp_4_5","cond|1|6",57
27870,"csp_2_2","cond|2|1",59
27874,"csp_4_2","cond|1|5",64
27876,"csp_6_4","cond|1|6",60
27884,"csp_1_1","cond|2|3",60
27885,"csp_6_3","cond|1|6",58
27903,"csp_6_5","cond|1|6",56
27908,"csp_5_2","cond|1|6",65
27914,"csp_1_1","cond|2|1",60
27926,"csp_5_5","cond|1|6",60
27933,"csp_4_5","cond|1|6",60
27938,"csp_3_1","cond|2|1",60
27939,"csp_5_2","cond|1|6",60
27941,"csp_2_3","cond|2|2",56
27944,"csp_6_3","cond|1|6",60
27949,"csp_5_2","cond|1|6",58
27956,"csp_2_2","cond|2|2",60
27957,"csp_4_6","cond|1|6",58
27962,"csp_5_5","cond|1|6",60
27971,"csp_5_6","cond|1|6",63
27976,"csp_2_2","cond|2|2",60
27984,"csp_1_1","cond|2|1",66
28012,"csp_2_1","cond|2|1",60
28025,"csp_4_7","cond|1|6",55
28026,"csp_4_6","cond|1|6",68
28032,"csp_6_8","cond|1|6",60
28037,"csp_6_5","cond|1|6",60
28038,"csp_5_5","cond|1|6",65
28044,"csp_6_7","cond|1|6",60
28064,"csp_6_3","cond|1|6",58
28066,"csp_2_3","cond|2|2",60
28070,"csp_5_2","cond|1|6",60
28097,"csp_3_4","cond|1|6",60
28101,"csp_6_3","cond|1|2",60
28105,"csp_6_3","cond|1|6",60
28109,"csp_4_5","cond|1|6",63
28126,"csp_5_6","cond|1|6",60
28131,"csp_5_2","cond|1|6",60
28144,"csp_5_6","cond|1|6",57
28145,"csp_4_6","cond|1|6",60
28166,"csp_4_6","cond|1|6",60
28180,"csp_3_4","cond|1|6",61
28183,"csp_5_5","cond|1|6",60
28187,"csp_3_7","cond|1|6",65
28188,"csp_3_8","cond|1|6",58
28195,"csp_3_8","cond|1|6",60
28217,"csp_4_6","cond|1|6",65
28220,"csp_4_3","cond|1|6",56
28228,"csp_5_6","cond|1|6",64
28229,"csp_3_3","cond|1|6",60
28231,"csp_5_2","cond|1|6",65
28250,"csp_5_3","cond|1|6",56
28253,"csp_1_3","cond|2|2",60
28256,"csp_6_8","cond|1|6",65
28259,"csp_4_7","cond|1|6",60
28268,"csp_5_4","cond|1|6",60
28271,"csp_5_2","cond|1|6",62
28278,"csp_5_5","cond|1|6",55
28289,"csp_6_2","cond|1|6",60
28294,"csp_2_3","cond|2|2",60
28299,"csp_5_2","cond|1|6",58
28303,"csp_4_2","cond|1|6",60
28307,"csp_6_7","cond|1|6",57
28310,"csp_5_6","cond|1|5",58
28312,"csp_2_2","cond|2|1",56
28314,"csp_3_8","cond|1|6",60
28324,"csp_5_2","cond|1|6",65
28325,"csp_2_1","cond|2|1",60
28328,"csp_5_2","cond|1|6",56
28330,"csp_1_3","cond|2|2",60
28333,"csp_6_4","cond|1|2",65
28337,"csp_1_1","cond|2|1",60
28350,"csp_4_6","cond|1|6",63
28352,"csp_2_3","cond|2|2",55
28378,"csp_5_3","cond|1|6",65
28380,"csp_1_1","cond|2|1",62
28382,"csp_5_2","cond|1|6",60
28385,"csp_1_1","cond|2|1",55
28389,"csp_5_2","cond|1|6",60
28390,"csp_5_6","cond|1|6",60
28415,"csp_5_3","cond|1|6",64
28416,"csp_6_3","cond|1|6",63
28437,"csp_5_6","cond|1|5",60
28440,"csp_4_5","cond|1|6",56
28456,"csp_6_8","cond|1|5",62
28459,"csp_5_2","cond|1|6",62
28478,"csp_6_2","cond|1|6",51
28479,"csp_2_2","cond|2|1",60
28484,"csp_4_6","cond|1|2",60
28507,"csp_6_2","cond|1|6",65
28511,"csp_4_8","cond|1|6",66
28512,"csp_5_6","cond|1|6",60
28536,"csp_5_2","cond|1|6",56
28539,"csp_5_4","cond|1|5",60
28540,"csp_5_2","cond|1|6",60
28553,"csp_4_3","cond|1|6",61
28560,"csp_3_4","cond|1|6",60
28566,"csp_3_7","cond|1|6",65
28581,"csp_4_7","cond|1|6",60
28584,"csp_4_3","cond|1|6",61
28588,"csp_6_7","cond|1|6",60
28598,"csp_6_8","cond|1|6",60
28602,"csp_3_5","cond|1|5",58
28605,"csp_5_6","cond|1|6",58
28608,"csp_5_6","cond|1|5",65
28622,"csp_5_6","cond|1|6",65
28641,"csp_3_8","cond|1|6",64
28646,"csp_2_1","cond|2|1",60
28652,"csp_1_1","cond|2|1",60
28655,"csp_4_7","cond|1|6",61
28658,"csp_6_3","cond|1|2",58
28662,"csp_4_5","cond|1|6",64
28665,"csp_5_6","cond|1|6",60
28668,"csp_2_1","cond|2|1",60
28677,"csp_4_6","cond|1|6",60
28695,"csp_5_5","cond|1|6",58
28713,"csp_5_2","cond|1|6",55
28719,"csp_1_1","cond|2|1",61
28721,"csp_5_6","cond|1|6",65
28738,"csp_5_2","cond|1|6",60
28748,"csp_1_1","cond|2|1",60
28750,"csp_2_2","cond|2|1",60
28752,"csp_5_3","cond|1|6",60
28757,"csp_3_8","cond|1|6",60
28759,"csp_6_8","cond|1|6",55
28762,"csp_4_6","cond|1|6",65
28771,"csp_5_2","cond|1|6",65
28772,"csp_2_2","cond|2|1",60
28774,"csp_5_6","cond|1|6",59
28775,"csp_6_8","cond|1|6",61
28782,"csp_2_1","cond|2|2",60
28784,"csp_5_2","cond|1|6",60
28790,"csp_3_1","cond|1|6",60
28791,"csp_5_2","cond|1|5",60
28807,"csp_4_6","cond|1|6",59
28808,"csp_4_6","cond|1|6",60
28809,"csp_5_2","cond|1|5",66
28810,"csp_6_3","cond|1|6",55
28812,"csp_4_7","cond|1|6",65
28814,"csp_5_2","cond|1|6",65
28815,"csp_5_2","cond|1|3",60
28818,"csp_3_5","cond|1|5",60
28823,"csp_2_1","cond|2|2",59
28825,"csp_3_1","cond|2|1",60
28832,"csp_4_3","cond|1|6",60
28838,"csp_5_6","cond|1|6",56
28840,"csp_4_3","cond|1|6",65
28844,"csp_5_4","cond|1|6",54
28845,"csp_4_7","cond|2|1",60
28846,"csp_3_4","cond|1|6",60
28850,"csp_2_1","cond|2|1",55
28865,"csp_5_2","cond|1|6",60
28873,"csp_1_1","cond|2|2",60
28898,"csp_5_2","cond|1|3",57
28899,"csp_5_2","cond|1|6",65
28900,"csp_4_6","cond|1|6",60
28909,"csp_5_4","cond|1|6",65
28917,"csp_5_6","cond|1|5",60
28939,"csp_4_7","cond|1|6",61
28943,"csp_4_7","cond|1|6",64
28944,"csp_5_2","cond|1|3",60
28948,"csp_5_4","cond|1|6",60
28955,"csp_4_8","cond|1|6",60
28960,"csp_2_3","cond|2|2",57
28964,"csp_5_4","cond|1|6",58
28978,"csp_5_6","cond|1|6",61
29005,"csp_5_4","cond|1|6",60
29015,"csp_3_1","cond|1|6",60
29016,"csp_6_3","cond|1|6",60
29023,"csp_4_5","cond|1|6",58
29037,"csp_3_5","cond|1|6",65
29041,"csp_5_2","cond|1|6",60
29057,"csp_5_2","cond|1|6",60
29060,"csp_4_7","cond|1|6",60
29068,"csp_4_6","cond|1|6",55
29073,"csp_6_9","cond|1|6",60
29080,"csp_2_2","cond|2|2",59
29081,"csp_5_2","cond|1|6",60
29084,"csp_4_5","cond|1|6",60
29092,"csp_4_2","cond|1|6",60
29096,"csp_4_2","cond|2|1",60
29101,"csp_6_7","cond|1|5",60
29123,"csp_5_6","cond|1|6",60
29127,"csp_5_4","cond|1|6",57
29134,"csp_3_1","cond|2|1",55
29149,"csp_5_2","cond|1|6",57
29159,"csp_2_1","cond|2|1",60
29164,"csp_4_6","cond|1|6",59
29174,"csp_5_2","cond|1|6",63
29177,"csp_5_5","cond|1|6",68
29198,"csp_5_2","cond|1|5",60
29231,"csp_5_2","cond|1|6",60
29245,"csp_2_1","cond|2|1",57
29249,"csp_5_6","cond|1|6",60
29251,"csp_5_3","cond|1|6",60
29253,"csp_5_2","cond|1|6",62
29265,"csp_5_2","cond|1|6",65
29289,"csp_6_3","cond|1|6",58
29291,"csp_5_6","cond|1|6",65
29299,"csp_4_7","cond|1|6",60
29301,"csp_6_8","cond|1|6",65
29311,"csp_2_2","cond|2|1",60
29319,"csp_6_8","cond|1|6",65
29328,"csp_4_6","cond|1|6",60
29332,"csp_6_7","cond|1|6",56
29333,"csp_2_2","cond|2|1",64
29335,"csp_6_4","cond|1|6",60
29344,"csp_5_6","cond|1|6",60
29345,"csp_3_1","cond|2|1",63
29346,"csp_5_5","cond|1|6",60
29360,"csp_5_6","cond|1|6",60
29364,"csp_5_6","cond|1|5",55
29368,"csp_5_2","cond|1|6",60
29374,"csp_5_2","cond|1|6",60
29388,"csp_5_6","cond|1|6",60
29389,"csp_6_7","cond|1|6",56
29393,"csp_2_2","cond|2|1",57
29407,"csp_5_6","cond|1|5",55
29413,"csp_3_5","cond|1|6",60
29416,"csp_4_7","cond|1|6",53
29419,"csp_2_2","cond|2|1",59
29442,"csp_6_8","cond|1|6",53
29451,"csp_4_3","cond|1|6",60
29455,"csp_6_7","cond|1|6",65
29459,"csp_2_1","cond|2|2",55
29465,"csp_5_4","cond|1|6",60
29482,"csp_4_8","cond|1|6",60
29488,"csp_6_7","cond|1|5",61
29492,"csp_4_6","cond|1|6",59
29494,"csp_6_4","cond|1|6",60
29498,"csp_1_1","cond|2|1",54
29507,"csp_1_3","cond|2|2",60
29525,"csp_5_6","cond|1|6",60
29530,"csp_5_4","cond|1|6",60
29534,"csp_5_5","cond|1|6",65
29549,"csp_5_4","cond|1|6",60
29559,"csp_5_6","cond|1|6",60
29561,"csp_6_7","cond|1|6",65
29562,"csp_6_2","cond|1|6",60
29567,"csp_6_7","cond|1|6",56
29578,"csp_6_7","cond|1|2",60
29579,"csp_5_4","cond|1|6",60
29592,"csp_2_1","cond|2|2",55
29596,"csp_5_4","cond|1|6",60
29616,"csp_3_7","cond|1|6",61
29618,"csp_5_6","cond|1|6",64
29632,"csp_6_3","cond|1|6",60
29641,"csp_2_3","cond|2|2",60
29645,"csp_5_3","cond|1|6",60
29650,"csp_6_3","cond|1|6",60
29675,"csp_4_3","cond|1|6",60
29696,"csp_5_2","cond|1|6",50
29698,"csp_6_2","cond|1|6",60
29703,"csp_2_2","cond|2|2",60
29707,"csp_5_2","cond|1|6",60
29712,"csp_5_4","cond|1|6",58
29731,"csp_3_3","cond|1|6",55
29735,"csp_5_4","cond|1|6",60
29753,"csp_6_5","cond|1|6",60
29762,"csp_4_5","cond|1|5",60
29782,"csp_1_1","cond|2|1",54
29784,"csp_6_4","cond|1|6",60
29785,"csp_4_6","cond|2|1",60
29786,"csp_6_4","cond|1|6",56
29787,"csp_5_6","cond|1|6",58
29796,"csp_6_7","cond|1|6",62
29803,"csp_6_2","cond|1|6",64
29810,"csp_6_3","cond|1|6",65
29824,"csp_4_8","cond|1|6",60
29831,"csp_4_6","cond|1|6",59
29843,"csp_2_1","cond|2|1",60
29858,"csp_6_4","cond|1|6",56
29861,"csp_4_6","cond|1|6",65
29865,"csp_6_5","cond|1|2",59
29910,"csp_5_3","cond|1|6",65
29915,"csp_6_2","cond|1|6",65
29921,"csp_3_4","cond|1|6",60
29942,"csp_5_2","cond|1|6",60
29962,"csp_5_4","cond|1|6",55
29986,"csp_4_3","cond|2|1",65
30009,"csp_5_2","cond|1|6",66
30016,"csp_4_8","cond|1|6",60
30021,"csp_5_6","cond|1|6",60
30031,"csp_1_1","cond|2|1",60
30034,"csp_5_4","cond|1|6",60
30035,"csp_5_4","cond|1|6",65
30041,"csp_3_4","cond|1|6",60
30050,"csp_4_5","cond|1|6",62
30055,"csp_4_8","cond|1|6",60
30059,"csp_6_7","cond|1|6",51
30066,"csp_4_6","cond|1|6",64
30076,"csp_6_3","cond|1|6",60
30080,"csp_3_4","cond|1|6",60
30081,"csp_4_3","cond|1|5",57
30096,"csp_4_7","cond|1|6",57
30098,"csp_5_2","cond|1|6",60
30116,"csp_4_6","cond|1|6",60
30120,"csp_5_2","cond|1|6",60
30121,"csp_4_6","cond|1|6",60
30131,"csp_1_3","cond|2|2",53
30133,"csp_6_2","cond|1|6",59
30135,"csp_6_8","cond|1|6",60
30138,"csp_2_3","cond|2|2",60
30139,"csp_6_8","cond|1|6",61
30152,"csp_3_7","cond|1|6",60
30158,"csp_5_2","cond|1|6",61
30160,"csp_5_5","cond|1|6",65
30174,"csp_1_1","cond|2|1",65
30181,"csp_4_2","cond|1|6",60
30182,"csp_6_7","cond|1|6",60
30191,"csp_4_2","cond|1|6",60
30194,"csp_5_6","cond|1|6",59
30199,"csp_6_5","cond|1|5",65
30208,"csp_4_6","cond|1|6",65
30216,"csp_6_4","cond|1|6",61
30234,"csp_5_4","cond|1|6",60
30240,"csp_6_7","cond|1|6",60
30249,"csp_5_5","cond|1|6",60
30250,"csp_5_5","cond|1|6",54
30268,"csp_6_2","cond|1|6",59
30270,"csp_5_4","cond|1|6",65
30273,"csp_1_3","cond|2|2",60
30296,"csp_4_6","cond|1|6",62
30332,"csp_2_2","cond|2|1",60
30339,"csp_5_6","cond|1|6",65
30351,"csp_3_7","cond|1|6",59
30354,"csp_3_4","cond|1|6",60
30364,"csp_2_2","cond|2|2",60
30370,"csp_6_3","cond|1|6",57
30372,"csp_4_3","cond|1|6",60
30382,"csp_6_9","cond|1|6",64
30391,"csp_3_7","cond|1|6",55
30408,"csp_4_6","cond|1|6",63
30414,"csp_6_3","cond|1|6",60
30439,"csp_2_1","cond|2|1",63
30442,"csp_6_3","cond|1|6",64
30451,"csp_4_3","cond|1|6",63
30457,"csp_6_2","cond|1|6",61
30468,"csp_1_1","cond|2|1",59
30472,"csp_4_6","cond|1|6",60
30475,"csp_4_6","cond|1|6",60
30480,"csp_6_3","cond|1|6",64
30484,"csp_4_5","cond|1|6",62
30491,"csp_5_2","cond|1|6",62
30518,"csp_6_7","cond|1|6",60
30536,"csp_6_2","cond|1|6",60
30538,"csp_5_6","cond|1|6",63
30551,"csp_4_6","cond|1|6",65
30567,"csp_1_1","cond|2|1",61
30585,"csp_6_7","cond|1|6",60
30586,"csp_6_4","cond|1|5",60
30593,"csp_4_6","cond|1|6",60
30600,"csp_6_3","cond|1|6",60
30615,"csp_6_4","cond|1|6",60
30616,"csp_5_6","cond|1|6",65
30618,"csp_4_3","cond|1|6",57
30626,"csp_4_7","cond|1|6",60
30655,"csp_6_3","cond|1|6",61
30661,"csp_6_7","cond|1|6",60
30671,"csp_5_2","cond|1|6",60
30673,"csp_4_3","cond|1|6",65
30676,"csp_2_2","cond|2|2",60
30680,"csp_2_2","cond|2|2",60
30702,"csp_4_6","cond|1|6",56
30708,"csp_5_4","cond|1|6",60
30709,"csp_2_2","cond|2|1",60
30710,"csp_6_7","cond|1|6",65
30716,"csp_3_7","cond|1|6",60
30725,"csp_4_6","cond|1|6",63
30727,"csp_4_6","cond|1|6",60
30758,"csp_4_6","cond|1|6",60
30761,"csp_5_3","cond|1|6",60
30773,"csp_2_2","cond|2|2",60
30776,"csp_6_2","cond|1|5",60
30781,"csp_1_1","cond|2|1",61
30793,"csp_6_4","cond|1|6",60
30794,"csp_4_2","cond|1|5",65
30826,"csp_1_1","cond|2|1",58
30850,"csp_6_7","cond|1|6",65
30866,"csp_2_3","cond|2|2",61
30867,"csp_4_8","cond|1|6",55
30889,"csp_4_3","cond|1|6",60
30898,"csp_5_6","cond|1|3",61
30899,"csp_5_2","cond|1|6",55
30902,"csp_6_4","cond|1|6",60
30903,"csp_1_1","cond|2|2",60
30912,"csp_2_2","cond|2|1",55
30916,"csp_6_2","cond|1|6",56
30920,"csp_4_6","cond|1|6",60
30923,"csp_5_2","cond|1|6",64
30926,"csp_6_4","cond|1|6",59
30935,"csp_2_2","cond|2|1",60
