uid,Activity_type,Studying,SEX,INSEE,Age_2020,qualification,FAMILY_TYPE,occupation_42,target
32403,"TA1-1",FALSE,"Female","37224",42,"DIPL1.8","typem4.1","csp_3_8","B"
32404,"TA1-1",FALSE,"Male","37225",56,"DIPL1.4","typem4.1","csp_2_1","X"
32405,"TA2-5",FALSE,"Male","37225",50,"DIPL1","typem4.4","csp_8_5","X"
32406,"TA2-1",FALSE,"Female","37225",81,"DIPL1.4","typem1.2","csp_7_5","X"
32410,"TA2-1",FALSE,"Female","37226",87,"DIPL2","typem1.2","csp_7_2","B"
32413,"TA2-1",FALSE,"Female","37226",72,"DIPL1.1","typem4.4","csp_7_7","B"
32420,"TA1-1",FALSE,"Male","37231",42,"DIPL1.2","typem4.1","csp_6_2","B"
32421,"TA1-1",FALSE,"Male","37232",53,"DIPL1.4","typem3.2","csp_4_6","B"
32422,"TA2-1",FALSE,"Female","37233",72,"DIPL1.6","typem1.2","csp_7_5","B"
32425,"TA1-1",FALSE,"Male","37233",44,"DIPL3","typem4.1","csp_6_3","B"
32426,"TA1-1",FALSE,"Male","37233",61,"DIPL1.3","typem4.1","csp_6_8","X"
32427,"TA1-1",TRUE,"Female","37233",20,"DIPL1.4","typem3.2","csp_5_5","X"
32429,"TA1-1",FALSE,"Male","37233",39,"DIPL3","typem4.1","csp_6_7","X"
32430,"TA2-1",FALSE,"Female","37233",80,"DIPL1.1","typem1.2","csp_7_2","B"
32431,"TA1-2",FALSE,"Male","37233",33,"DIPL1.5","typem4.4","csp_4_6","X"
32432,"TA1-1",FALSE,"Female","37233",51,"DIPL1.3","typem4.1","csp_6_7","X"
32434,"TA2-1",FALSE,"Female","37233",79,"DIPL2","typem4.4","csp_7_7","X"
32435,"TA1-1",FALSE,"Female","37233",51,"DIPL3","typem3.2","csp_5_2","B"
32437,"TA2-1",FALSE,"Male","37233",81,"DIPL1.1","typem4.4","csp_7_8","B"
32439,"TA2-1",FALSE,"Female","37233",95,"DIPL1.1","typem1.2","csp_7_1","X"
32440,"TA2-2",TRUE,"Female","37233",21,"DIPL1.4","typem1.2","csp_8_4","B"
32441,"TA2-1",FALSE,"Female","37233",82,"DIPL1.1","typem1.2","csp_7_7","X"
32442,"TA2-4",FALSE,"Female","37233",43,"DIPL1.2","typem4.2","csp_8_5","B"
32443,"TA2-1",FALSE,"Male","37233",96,"DIPL1.1","typem4.4","csp_7_8","B"
32447,"TA1-1",FALSE,"Male","37233",40,"DIPL1.4","typem1.1","csp_5_3","B"
32448,"TA1-1",FALSE,"Male","37233",23,"DIPL1.5","typem4.1","csp_1_1","X"
32450,"TA1-2",FALSE,"Female","37234",60,"DIPL1.2","typem4.2","csp_4_6","B"
32453,"TA1-1",FALSE,"Female","37237",50,"DIPL1.2","typem4.1","csp_5_5","X"
32455,"TA2-4",FALSE,"Female","37240",33,"DIPL1.6","typem4.2","csp_8_5","X"
32457,"TA2-2",TRUE,"Female","37241",16,"DIPL3","typem4.3","csp_8_5","B"
32459,"TA1-1",FALSE,"Female","37241",64,"DIPL1.8","typem3.2","csp_4_3","B"
32461,"TA2-5",TRUE,"Female","37242",15,"DIPL3","typem4.1","csp_8_5","B"
32462,"TA2-1",FALSE,"Male","37243",64,"DIPL1.4","typem4.3","csp_7_4","X"
32464,"TA2-1",FALSE,"Male","37243",70,"DIPL3","typem4.3","csp_7_8","X"
32465,"TA1-1",FALSE,"Female","37243",56,"DIPL1.6","typem4.3","csp_4_2","X"
32466,"TA1-2",FALSE,"Female","37243",24,"DIPL1.7","typem4.2","csp_4_3","B"
32468,"TA2-1",FALSE,"Female","37243",74,"DIPL1.7","typem4.4","csp_7_7","B"
32469,"TA2-1",FALSE,"Female","37243",63,"DIPL1.1","typem4.4","csp_7_7","B"
32471,"TA1-1",FALSE,"Male","37245",44,"DIPL1.7","typem4.1","csp_3_7","X"
32472,"TA1-1",FALSE,"Female","37245",40,"DIPL1.3","typem3.2","csp_5_2","X"
32474,"TA1-1",FALSE,"Female","37245",45,"DIPL3","typem4.1","csp_6_8","X"
32475,"TA1-1",FALSE,"Male","37249",73,"DIPL1.3","typem4.2","csp_6_4","X"
32476,"TA1-1",FALSE,"Female","37249",87,"DIPL1.8","typem4.1","csp_3_1","B"
32477,"TA2-1",FALSE,"Female","37250",81,"DIPL1.1","typem4.4","csp_7_1","B"
32478,"TA2-1",FALSE,"Male","37250",80,"DIPL1.1","typem4.4","csp_7_5","B"
32479,"TA2-4",FALSE,"Female","37250",45,"DIPL1.4","typem4.2","csp_8_5","B"
32481,"TA1-2",FALSE,"Female","37250",48,"DIPL1.6","typem4.2","csp_6_3","B"
32482,"TA2-1",FALSE,"Female","37250",87,"DIPL1.1","typem1.2","csp_7_2","B"
32486,"TA1-1",FALSE,"Female","37254",46,"DIPL1.7","typem1.2","csp_5_4","X"
32487,"TA2-1",FALSE,"Male","37254",59,"DIPL1.3","typem4.3","csp_7_8","X"
32488,"TA2-1",FALSE,"Female","37255",68,"DIPL1.3","typem4.4","csp_7_7","B"
32490,"TA2-2",TRUE,"Male","37255",19,"DIPL1.1","typem4.1","csp_8_4","X"
32491,"TA2-1",FALSE,"Male","37258",73,"DIPL1.1","typem1.1","csp_7_8","B"
32492,"TA2-1",FALSE,"Male","37261",77,"DIPL1.1","typem4.4","csp_7_5","B"
32494,"TA1-1",FALSE,"Male","37261",52,"DIPL1.3","typem4.2","csp_4_7","B"
32496,"TA1-1",FALSE,"Female","37261",48,"DIPL1.8","typem4.1","csp_3_7","B"
32500,"TA1-1",FALSE,"Male","37261",42,"DIPL1.3","typem4.1","csp_2_1","B"
32501,"TA1-2",FALSE,"Male","37261",47,"DIPL1.3","typem4.4","csp_6_7","X"
32503,"TA2-2",TRUE,"Male","37261",20,"DIPL1.2","typem3.2","csp_8_4","B"
32505,"TA2-1",FALSE,"Male","37261",61,"DIPL1.1","typem3.1","csp_7_8","B"
32507,"TA1-2",FALSE,"Female","37261",27,"DIPL1.3","typem4.2","csp_5_5","B"
32510,"TA1-1",FALSE,"Male","37261",26,"DIPL3","typem4.1","csp_6_7","B"
32513,"TA1-1",FALSE,"Male","37261",57,"DIPL3","typem4.2","csp_5_5","X"
32514,"TA1-1",FALSE,"Female","37261",56,"DIPL2","typem1.2","csp_5_6","B"
32515,"TA2-1",FALSE,"Male","37261",66,"DIPL1.2","typem4.1","csp_7_4","B"
32516,"TA2-1",FALSE,"Male","37261",70,"DIPL1.3","typem3.2","csp_7_8","B"
32517,"TA2-1",FALSE,"Female","37261",97,"DIPL1.5","typem1.2","csp_7_5","B"
32520,"TA1-2",FALSE,"Female","37261",29,"DIPL1.7","typem3.2","csp_4_3","B"
32524,"TA2-1",FALSE,"Male","37261",80,"DIPL1.1","typem4.4","csp_7_7","B"
32526,"TA1-1",FALSE,"Female","37261",32,"DIPL1.3","typem4.4","csp_6_7","B"
32531,"TA2-1",FALSE,"Female","37261",63,"DIPL1.2","typem4.4","csp_7_7","B"
32532,"TA2-1",FALSE,"Male","37261",91,"DIPL2","typem1.1","csp_7_5","B"
32533,"TA1-1",FALSE,"Male","37261",52,"DIPL1.2","typem4.1","csp_4_5","B"
32534,"TA1-1",FALSE,"Female","37261",43,"DIPL1.6","typem4.1","csp_4_6","B"
32535,"TA2-1",FALSE,"Female","37261",79,"DIPL2","typem3.2","csp_7_7","X"
32537,"TA2-1",FALSE,"Female","37261",69,"DIPL2","typem4.4","csp_7_7","X"
32538,"TA2-1",FALSE,"Female","37261",67,"DIPL3","typem4.4","csp_7_7","B"
32545,"TA1-1",FALSE,"Male","37261",52,"DIPL1.2","typem3.1","csp_4_8","B"
32546,"TA2-1",FALSE,"Female","37261",84,"DIPL1.1","typem1.2","csp_7_1","B"
32548,"TA1-1",FALSE,"Male","37261",33,"DIPL1.6","typem4.1","csp_4_6","B"
32550,"TA2-1",FALSE,"Male","37261",91,"DIPL1","typem3.2","csp_7_7","B"
32551,"TA1-1",FALSE,"Female","37261",54,"DIPL1.6","typem4.1","csp_4_2","X"
32553,"TA1-1",FALSE,"Female","37261",24,"DIPL1.6","typem3.2","csp_5_2","B"
32554,"TA1-1",FALSE,"Male","37261",25,"DIPL1.8","typem1.1","csp_3_8","B"
32555,"TA1-1",FALSE,"Male","37261",59,"DIPL1.4","typem1.1","csp_5_2","B"
32557,"TA2-2",TRUE,"Male","37261",15,"DIPL3","typem3.1","csp_8_4","B"
32558,"TA1-1",FALSE,"Female","37261",51,"DIPL1.3","typem4.1","csp_4_6","B"
32559,"TA1-1",FALSE,"Female","37261",58,"DIPL1.3","typem4.1","csp_5_4","X"
32561,"TA2-1",FALSE,"Male","37261",67,"DIPL2","typem4.4","csp_7_8","X"
32565,"TA1-1",FALSE,"Female","37261",53,"DIPL1.3","typem1.2","csp_6_2","X"
32567,"TA2-1",FALSE,"Male","37261",69,"DIPL1.8","typem4.4","csp_7_4","B"
32570,"TA1-1",FALSE,"Male","37261",29,"DIPL1.8","typem2.0","csp_3_8","X"
32572,"TA2-1",FALSE,"Male","37261",62,"DIPL1.3","typem4.3","csp_7_8","X"
32575,"TA2-4",FALSE,"Female","37261",86,"DIPL1.1","typem4.4","csp_8_6","B"
32579,"TA2-1",FALSE,"Female","37261",68,"DIPL1","typem1.2","csp_7_7","X"
32581,"TA2-1",FALSE,"Female","37261",84,"DIPL1.3","typem4.4","csp_7_7","X"
32582,"TA1-1",FALSE,"Female","37261",39,"DIPL1.7","typem4.1","csp_5_2","B"
32583,"TA1-1",FALSE,"Male","37261",55,"DIPL3","typem1.1","csp_6_8","B"
32584,"TA1-1",FALSE,"Female","37261",35,"DIPL1.6","typem1.2","csp_5_4","X"
32585,"TA1-1",FALSE,"Female","37261",35,"DIPL1.3","typem4.1","csp_6_3","B"
32586,"TA1-1",FALSE,"Male","37261",61,"DIPL1.2","typem4.1","csp_3_7","B"
32587,"TA2-1",FALSE,"Male","37261",74,"DIPL1.1","typem4.4","csp_7_8","B"
32590,"TA2-1",FALSE,"Female","37261",67,"DIPL1.3","typem4.4","csp_7_7","X"
32591,"TA1-1",FALSE,"Male","37261",58,"DIPL2","typem4.1","csp_6_8","X"
32593,"TA2-1",FALSE,"Female","37261",83,"DIPL1.3","typem3.2","csp_7_7","X"
32594,"TA2-1",FALSE,"Male","37261",64,"DIPL1.3","typem4.3","csp_7_8","B"
32601,"TA1-1",FALSE,"Male","37261",64,"DIPL1.7","typem4.1","csp_3_1","B"
32604,"TA1-1",FALSE,"Female","37261",69,"DIPL1.6","typem1.2","csp_4_6","X"
32607,"TA2-1",FALSE,"Female","37261",68,"DIPL1.1","typem4.4","csp_7_7","X"
32608,"TA2-1",FALSE,"Female","37261",65,"DIPL1.6","typem4.4","csp_7_7","X"
32610,"TA2-1",FALSE,"Female","37261",74,"DIPL1.3","typem1.2","csp_7_7","B"
32612,"TA1-1",FALSE,"Male","37261",57,"DIPL1.3","typem4.1","csp_4_5","B"
32616,"TA1-1",FALSE,"Male","37261",30,"DIPL3","typem4.3","csp_6_9","B"
32617,"TA1-1",FALSE,"Female","37261",43,"DIPL1.6","typem4.1","csp_4_6","B"
32619,"TA1-2",FALSE,"Female","37261",22,"DIPL1.2","typem4.3","csp_8_1","B"
32620,"TA1-1",FALSE,"Male","37261",30,"DIPL3","typem1.1","csp_6_2","B"
32621,"TA1-1",FALSE,"Female","37261",36,"DIPL1.6","typem4.1","csp_2_2","B"
32622,"TA2-5",FALSE,"Male","37261",43,"DIPL1.2","typem1.1","csp_8_5","B"
32623,"TA2-1",FALSE,"Female","37261",70,"DIPL1.3","typem1.2","csp_7_7","X"
32629,"TA1-2",FALSE,"Male","37261",23,"DIPL1.6","typem4.3","csp_4_7","B"
32630,"TA1-1",FALSE,"Male","37261",46,"DIPL1.3","typem3.2","csp_6_5","B"
32635,"TA1-1",FALSE,"Female","37261",40,"DIPL1.7","typem4.1","csp_5_2","B"
32636,"TA1-1",FALSE,"Female","37261",59,"DIPL3","typem1.2","csp_5_2","B"
32638,"TA1-1",FALSE,"Male","37261",61,"DIPL1.8","typem4.1","csp_3_1","B"
32639,"TA2-1",FALSE,"Female","37261",73,"DIPL1.3","typem1.2","csp_7_2","X"
32640,"TA2-1",FALSE,"Male","37261",66,"DIPL1.7","typem4.3","csp_7_5","B"
32648,"TA2-1",FALSE,"Male","37261",72,"DIPL1.1","typem3.1","csp_7_1","B"
32652,"TA1-1",FALSE,"Female","37261",39,"DIPL1.6","typem4.1","csp_2_3","X"
32654,"TA2-1",FALSE,"Female","37261",82,"DIPL1","typem4.4","csp_7_2","X"
32655,"TA1-1",FALSE,"Male","37261",37,"DIPL1.3","typem4.1","csp_4_7","B"
32656,"TA2-1",FALSE,"Male","37261",86,"DIPL1.1","typem4.1","csp_7_1","B"
32660,"TA2-1",FALSE,"Male","37261",69,"DIPL1.8","typem4.4","csp_7_4","B"
32661,"TA1-1",FALSE,"Female","37261",68,"DIPL2","typem4.3","csp_2_2","X"
32662,"TA1-1",FALSE,"Female","37261",63,"DIPL1.5","typem4.1","csp_4_5","X"
32666,"TA2-5",TRUE,"Female","37261",18,"DIPL2","typem4.4","csp_8_5","B"
32667,"TA1-1",FALSE,"Male","37261",56,"DIPL1.6","typem4.1","csp_6_2","B"
32668,"TA1-1",FALSE,"Male","37261",44,"DIPL1.3","typem4.1","csp_6_7","B"
32669,"TA1-1",FALSE,"Male","37261",20,"DIPL1.3","typem4.1","csp_6_7","B"
32671,"TA2-1",FALSE,"Female","37261",88,"DIPL2","typem1.2","csp_7_7","B"
32672,"TA1-1",FALSE,"Female","37261",38,"DIPL1.6","typem3.2","csp_5_4","X"
32674,"TA1-1",FALSE,"Male","37261",44,"DIPL1.8","typem4.1","csp_3_1","B"
32679,"TA2-1",FALSE,"Male","37261",75,"DIPL1.3","typem4.4","csp_7_5","B"
32681,"TA1-1",FALSE,"Female","37261",54,"DIPL2","typem4.1","csp_5_2","X"
32685,"TA1-1",FALSE,"Female","37261",54,"DIPL1.3","typem4.1","csp_5_4","B"
32686,"TA1-1",FALSE,"Female","37261",36,"DIPL1.5","typem4.1","csp_5_2","X"
32688,"TA1-2",FALSE,"Female","37261",36,"DIPL1.2","typem1.2","csp_2_1","B"
32689,"TA2-1",FALSE,"Female","37261",72,"DIPL1.3","typem4.4","csp_7_7","X"
32691,"TA2-1",FALSE,"Male","37261",63,"DIPL1.1","typem4.4","csp_7_5","B"
32693,"TA1-1",FALSE,"Male","37261",38,"DIPL1.3","typem4.1","csp_6_2","X"
32694,"TA1-1",FALSE,"Male","37261",44,"DIPL1.6","typem3.1","csp_4_7","B"
32696,"TA1-2",FALSE,"Male","37261",22,"DIPL1.4","typem4.4","csp_6_5","X"
32697,"TA1-1",FALSE,"Female","37261",32,"DIPL1.2","typem4.1","csp_5_2","X"
32698,"TA1-1",FALSE,"Female","37261",55,"DIPL1.3","typem4.1","csp_5_2","B"
32701,"TA2-1",FALSE,"Male","37261",78,"DIPL1.1","typem4.4","csp_7_8","B"
32705,"TA2-1",FALSE,"Male","37261",76,"DIPL1.6","typem4.4","csp_7_5","B"
32706,"TA2-1",FALSE,"Female","37261",73,"DIPL1.4","typem4.4","csp_7_7","X"
32707,"TA2-1",FALSE,"Female","37261",73,"DIPL1.3","typem1.2","csp_7_5","X"
32708,"TA2-5",FALSE,"Male","37261",55,"DIPL1.5","typem1.1","csp_8_5","X"
32709,"TA2-2",TRUE,"Male","37261",21,"DIPL1.2","typem2.0","csp_8_4","X"
32711,"TA2-5",FALSE,"Female","37261",34,"DIPL1.7","typem4.1","csp_8_5","B"
32712,"TA1-1",FALSE,"Male","37261",27,"DIPL1.5","typem4.1","csp_6_5","B"
32713,"TA2-1",FALSE,"Female","37261",68,"DIPL1.1","typem4.4","csp_7_7","X"
32718,"TA2-1",FALSE,"Female","37261",89,"DIPL3","typem1.2","csp_7_2","X"
32719,"TA1-1",FALSE,"Female","37261",35,"DIPL3","typem1.2","csp_5_4","X"
32721,"TA2-1",FALSE,"Male","37261",68,"DIPL2","typem4.4","csp_7_5","B"
32724,"TA1-1",FALSE,"Male","37261",41,"DIPL1.3","typem4.2","csp_4_6","X"
32727,"TA2-1",FALSE,"Female","37261",95,"DIPL1.1","typem1.2","csp_7_7","X"
32729,"TA2-1",FALSE,"Male","37261",73,"DIPL1.1","typem4.4","csp_7_2","B"
32732,"TA1-1",FALSE,"Female","37263",36,"DIPL1.7","typem1.2","csp_4_6","X"
32734,"TA1-1",FALSE,"Male","37264",49,"DIPL1.5","typem4.1","csp_5_5","X"
32735,"TA1-1",FALSE,"Female","37266",41,"DIPL1.8","typem4.1","csp_4_3","B"
32736,"TA1-1",FALSE,"Male","37266",41,"DIPL1","typem4.1","csp_6_2","B"
32737,"TA2-1",FALSE,"Female","37266",80,"DIPL2","typem4.4","csp_7_8","X"
32739,"TA1-1",FALSE,"Female","37266",60,"DIPL1.1","typem3.2","csp_5_3","X"
32742,"TA1-1",FALSE,"Male","37266",40,"DIPL1.5","typem4.1","csp_2_2","X"
32744,"TA2-1",FALSE,"Female","37266",98,"DIPL1.1","typem3.2","csp_7_8","B"
32745,"TA2-1",FALSE,"Female","37266",68,"DIPL2","typem4.4","csp_7_7","X"
32752,"TA2-2",TRUE,"Male","37267",18,"DIPL1.2","typem4.2","csp_8_4","X"
32754,"TA1-1",FALSE,"Male","37267",40,"DIPL1.5","typem4.1","csp_5_6","X"
32757,"TA1-1",FALSE,"Female","37267",43,"DIPL1.5","typem4.1","csp_5_5","B"
32758,"TA2-1",FALSE,"Female","37270",87,"DIPL2","typem4.1","csp_8_6","X"
32763,"TA2-1",FALSE,"Female","37273",74,"DIPL1.6","typem4.4","csp_7_7","X"
32764,"TA2-1",FALSE,"Female","37273",90,"DIPL1.1","typem1.2","csp_7_7","B"
32765,"TA2-1",FALSE,"Female","37273",83,"DIPL2","typem1.2","csp_7_7","B"
32766,"TA1-1",FALSE,"Female","37273",44,"DIPL1.7","typem4.1","csp_4_6","B"
32770,"TA2-1",FALSE,"Female","37276",85,"DIPL1.2","typem4.4","csp_7_1","B"
32771,"TA2-1",FALSE,"Female","37278",67,"DIPL1.7","typem2.0","csp_7_5","B"
32772,"TA1-1",TRUE,"Male","37278",22,"DIPL1.6","typem3.1","csp_4_7","X"
32773,"TA1-1",FALSE,"Male","37280",53,"DIPL1.3","typem4.1","csp_1_1","X"
32774,"TA2-1",FALSE,"Female","37281",90,"DIPL1.1","typem1.2","csp_7_7","B"
32776,"TA2-1",FALSE,"Female","37282",83,"DIPL1.1","typem1.2","csp_7_1","B"
32777,"TA2-2",TRUE,"Male","38001",16,"DIPL1.2","typem4.1","csp_8_4","B"
32778,"TA1-1",FALSE,"Male","38001",37,"DIPL1.5","typem4.1","csp_6_8","B"
32780,"TA1-1",FALSE,"Female","38001",51,"DIPL1.3","typem4.1","csp_5_2","X"
32785,"TA1-1",FALSE,"Female","38001",33,"DIPL1.8","typem4.1","csp_3_1","X"
32786,"TA2-1",FALSE,"Male","38001",87,"DIPL1.1","typem4.4","csp_7_1","B"
32787,"TA2-2",TRUE,"Male","38001",21,"DIPL1.2","typem3.2","csp_8_4","B"
32790,"TA1-2",FALSE,"Female","38002",44,"DIPL3","typem3.2","csp_6_7","X"
32792,"TA1-1",TRUE,"Male","38006",52,"DIPL1.8","typem4.1","csp_3_4","X"
32793,"TA1-1",FALSE,"Male","38006",25,"DIPL1.4","typem1.1","csp_4_2","X"
32795,"TA2-1",FALSE,"Male","38006",66,"DIPL2","typem4.3","csp_7_8","B"
32798,"TA1-1",FALSE,"Female","38006",56,"DIPL1.6","typem4.1","csp_3_3","X"
32799,"TA1-1",FALSE,"Female","38009",53,"DIPL2","typem3.2","csp_3_7","X"
32802,"TA1-1",FALSE,"Female","38010",65,"DIPL1.2","typem4.1","csp_5_6","X"
32807,"TA1-1",FALSE,"Male","38013",55,"DIPL1.5","typem4.1","csp_6_2","B"
32808,"TA1-1",FALSE,"Male","38013",34,"DIPL1.5","typem4.1","csp_6_2","B"
32809,"TA2-2",TRUE,"Male","38015",15,"DIPL3","typem2.0","csp_8_5","X"
32810,"TA1-2",FALSE,"Female","38015",32,"DIPL1.3","typem4.4","csp_5_2","X"
32814,"TA1-2",FALSE,"Male","38015",38,"DIPL1.2","typem4.3","csp_4_5","X"
32815,"TA2-1",FALSE,"Female","38015",69,"DIPL1.6","typem1.2","csp_7_7","X"
32818,"TA2-1",FALSE,"Female","38017",80,"DIPL1.3","typem4.4","csp_7_8","X"
32819,"TA1-1",FALSE,"Male","38017",34,"DIPL1.4","typem1.1","csp_4_7","B"
32821,"TA2-2",TRUE,"Male","38018",21,"DIPL1.2","typem3.2","csp_8_4","X"
32822,"TA1-2",FALSE,"Male","38019",49,"DIPL2","typem4.3","csp_6_4","X"
32827,"TA2-5",FALSE,"Male","38022",48,"DIPL3","typem1.1","csp_8_5","X"
32828,"TA1-1",FALSE,"Male","38022",34,"DIPL1.3","typem4.2","csp_5_6","X"
32829,"TA2-1",FALSE,"Female","38022",72,"DIPL1.8","typem4.4","csp_7_4","X"
32831,"TA1-1",FALSE,"Male","38026",45,"DIPL3","typem4.1","csp_5_2","B"
32836,"TA1-1",FALSE,"Male","38029",55,"DIPL3","typem4.1","csp_2_3","B"
32839,"TA1-1",FALSE,"Female","38030",31,"DIPL1.4","typem4.1","csp_5_2","X"
32841,"TA2-2",TRUE,"Female","38030",21,"DIPL1.9","typem1.2","csp_8_4","B"
32843,"TA1-2",FALSE,"Male","38034",63,"DIPL1.3","typem4.4","csp_6_5","B"
32844,"TA2-1",FALSE,"Male","38034",74,"DIPL1.3","typem4.3","csp_7_8","B"
32845,"TA1-1",FALSE,"Male","38034",47,"DIPL1.3","typem4.1","csp_2_1","B"
32847,"TA1-1",FALSE,"Male","38034",28,"DIPL1.3","typem4.1","csp_6_3","B"
32848,"TA1-1",FALSE,"Female","38034",37,"DIPL1.4","typem4.1","csp_5_5","X"
32849,"TA2-1",FALSE,"Male","38035",71,"DIPL1.1","typem4.4","csp_7_8","B"
32852,"TA1-1",FALSE,"Female","38039",47,"DIPL1.7","typem4.1","csp_4_6","B"
32853,"TA1-1",FALSE,"Female","38039",52,"DIPL1.3","typem4.1","csp_4_3","B"
32855,"TA1-1",TRUE,"Male","38039",26,"DIPL1.4","typem2.0","csp_4_2","X"
32857,"TA2-1",FALSE,"Male","38039",67,"DIPL3","typem4.3","csp_7_1","B"
32859,"TA2-4",FALSE,"Female","38039",46,"DIPL1.3","typem4.4","csp_8_5","X"
32860,"TA1-2",FALSE,"Male","38042",53,"DIPL1.6","typem3.1","csp_3_5","X"
32861,"TA1-1",FALSE,"Male","38043",35,"DIPL1.8","typem4.1","csp_4_6","X"
32863,"TA2-2",TRUE,"Female","38043",18,"DIPL1.1","typem4.1","csp_8_4","X"
32864,"TA2-1",FALSE,"Male","38043",64,"DIPL1.4","typem4.4","csp_7_5","X"
32865,"TA2-4",FALSE,"Female","38043",50,"DIPL2","typem3.2","csp_8_5","X"
32868,"TA2-1",FALSE,"Female","38045",73,"DIPL1.3","typem4.4","csp_7_7","X"
32869,"TA1-1",FALSE,"Female","38046",54,"DIPL1.6","typem2.0","csp_4_6","X"
32870,"TA2-5",FALSE,"Male","38048",51,"DIPL1.3","typem2.0","csp_8_5","X"
32871,"TA1-2",FALSE,"Female","38048",23,"DIPL1.4","typem4.4","csp_6_7","X"
32873,"TA2-1",FALSE,"Male","38052",81,"DIPL1","typem4.4","csp_7_8","B"
32874,"TA2-1",FALSE,"Female","38052",92,"DIPL1.2","typem1.2","csp_7_5","X"
32878,"TA2-1",FALSE,"Female","38053",74,"DIPL1.1","typem4.4","csp_7_5","X"
32879,"TA1-1",FALSE,"Female","38053",59,"DIPL1.3","typem4.1","csp_4_5","X"
32883,"TA1-2",FALSE,"Male","38053",57,"DIPL2","typem1.1","csp_6_3","X"
32884,"TA2-1",FALSE,"Female","38053",82,"DIPL2","typem4.4","csp_7_8","X"
32886,"TA2-1",FALSE,"Female","38053",89,"DIPL1.1","typem4.4","csp_7_8","X"
32887,"TA1-1",FALSE,"Female","38053",42,"DIPL1.3","typem4.1","csp_6_2","X"
32889,"TA2-5",FALSE,"Female","38053",65,"DIPL1.5","typem1.2","csp_8_6","X"
32892,"TA1-1",FALSE,"Male","38053",35,"DIPL1.3","typem4.1","csp_6_2","B"
32893,"TA1-1",FALSE,"Male","38053",55,"DIPL1.4","typem4.2","csp_3_7","B"
32894,"TA2-4",FALSE,"Female","38053",68,"DIPL3","typem4.2","csp_8_6","X"
32895,"TA2-1",FALSE,"Male","38053",64,"DIPL1.3","typem4.4","csp_7_5","B"
32903,"TA2-2",TRUE,"Male","38053",15,"DIPL3","typem4.3","csp_8_5","B"
32905,"TA2-1",FALSE,"Female","38053",64,"DIPL1.6","typem1.2","csp_7_7","X"
32907,"TA2-1",FALSE,"Female","38053",65,"DIPL1.1","typem4.2","csp_7_7","X"
32909,"TA1-1",FALSE,"Female","38053",52,"DIPL1.7","typem4.3","csp_6_2","B"
32910,"TA1-1",FALSE,"Female","38053",41,"DIPL1.6","typem1.2","csp_5_5","X"
32911,"TA2-1",FALSE,"Female","38053",64,"DIPL1.3","typem1.2","csp_7_7","X"
32912,"TA1-1",FALSE,"Male","38053",47,"DIPL1.5","typem4.4","csp_4_8","X"
32913,"TA1-1",FALSE,"Female","38053",63,"DIPL1.6","typem4.3","csp_4_3","B"
32915,"TA2-2",TRUE,"Female","38053",17,"DIPL1.2","typem4.1","csp_8_4","X"
32916,"TA2-1",FALSE,"Female","38054",76,"DIPL3","typem4.4","csp_7_7","X"
32918,"TA1-1",FALSE,"Male","38055",20,"DIPL1.5","typem4.2","csp_6_7","B"
32920,"TA2-4",FALSE,"Female","38057",38,"DIPL1.1","typem4.2","csp_8_5","B"
32923,"TA1-1",FALSE,"Male","38059",30,"DIPL1.8","typem4.1","csp_4_2","X"
32925,"TA2-2",TRUE,"Female","38059",19,"DIPL1.4","typem4.2","csp_8_4","B"
32926,"TA2-1",FALSE,"Female","38059",100,"DIPL1.1","typem4.1","csp_7_8","X"
32927,"TA1-1",FALSE,"Male","38060",25,"DIPL1.5","typem4.3","csp_6_3","B"
32929,"TA1-1",FALSE,"Female","38064",53,"DIPL1.6","typem2.0","csp_4_3","X"
32931,"TA1-1",FALSE,"Female","38065",58,"DIPL1.6","typem4.1","csp_3_8","X"
32933,"TA2-4",FALSE,"Female","38065",94,"DIPL1.1","typem1.2","csp_8_6","B"
32937,"TA1-1",FALSE,"Male","38066",39,"DIPL1.2","typem4.2","csp_2_1","B"
32938,"TA2-4",FALSE,"Female","38067",57,"DIPL1.6","typem4.2","csp_8_5","X"
32940,"TA1-2",FALSE,"Female","38067",53,"DIPL1.3","typem4.2","csp_5_6","X"
32941,"TA2-2",TRUE,"Female","38067",17,"DIPL1.2","typem4.2","csp_8_4","B"
32942,"TA2-2",TRUE,"Female","38067",23,"DIPL1.4","typem2.0","csp_8_4","X"
32944,"TA2-2",TRUE,"Female","38069",18,"DIPL1.2","typem4.1","csp_8_4","B"
32945,"TA1-1",FALSE,"Female","38069",43,"DIPL1.5","typem4.1","csp_5_4","B"
32949,"TA1-1",FALSE,"Female","38070",53,"DIPL1.8","typem3.2","csp_5_2","B"
32950,"TA2-1",FALSE,"Female","38070",81,"DIPL3","typem3.2","csp_7_7","X"
32951,"TA1-1",FALSE,"Male","38071",55,"DIPL1.3","typem4.2","csp_2_1","B"
32952,"TA2-1",FALSE,"Female","38071",67,"DIPL1.6","typem1.2","csp_7_7","X"
32954,"TA1-1",FALSE,"Female","38072",26,"DIPL1.5","typem1.2","csp_5_6","X"
32956,"TA1-1",FALSE,"Male","38072",41,"DIPL1.8","typem4.1","csp_3_7","X"
