uid,Emp_type
22210,"cond|1|6"
22212,"cond|1|6"
22214,"cond|2|1"
22229,"cond|1|5"
22232,"cond|2|1"
22233,"cond|2|2"
22241,"cond|2|1"
22249,"cond|1|6"
22251,"cond|1|6"
22252,"cond|1|6"
22257,"cond|1|1"
22266,"cond|2|1"
22271,"cond|1|5"
22274,"cond|2|2"
22285,"cond|1|6"
22287,"cond|1|6"
22293,"cond|2|2"
22295,"cond|2|2"
22297,"cond|2|2"
22303,"cond|1|6"
22304,"cond|2|1"
22308,"cond|1|6"
22315,"cond|1|6"
22337,"cond|1|6"
22345,"cond|2|2"
22351,"cond|1|6"
22358,"cond|1|2"
22367,"cond|1|6"
22376,"cond|1|5"
22379,"cond|1|6"
22382,"cond|1|5"
22389,"cond|1|6"
22393,"cond|1|6"
22399,"cond|2|2"
22401,"cond|2|1"
22411,"cond|2|1"
22412,"cond|1|2"
22417,"cond|1|6"
22423,"cond|1|6"
22429,"cond|1|6"
22441,"cond|1|6"
22450,"cond|1|6"
22451,"cond|2|1"
22452,"cond|1|6"
22457,"cond|1|6"
22459,"cond|1|6"
22464,"cond|2|1"
22466,"cond|1|6"
22468,"cond|2|1"
22471,"cond|1|5"
22472,"cond|1|6"
22473,"cond|1|6"
22476,"cond|2|2"
22488,"cond|1|6"
22493,"cond|1|6"
22494,"cond|1|6"
22498,"cond|1|6"
22499,"cond|1|6"
22503,"cond|2|1"
22505,"cond|1|6"
22507,"cond|2|2"
22511,"cond|1|6"
22514,"cond|1|6"
22518,"cond|1|6"
22533,"cond|1|6"
22559,"cond|1|6"
22560,"cond|1|6"
22562,"cond|1|5"
22566,"cond|1|6"
22569,"cond|1|6"
22576,"cond|1|6"
22585,"cond|2|2"
22588,"cond|2|2"
22591,"cond|2|1"
22595,"cond|1|6"
22597,"cond|1|6"
22608,"cond|2|2"
22613,"cond|1|6"
22614,"cond|1|6"
22617,"cond|1|6"
22619,"cond|2|2"
22625,"cond|2|1"
22628,"cond|2|1"
22629,"cond|1|5"
22631,"cond|2|2"
22637,"cond|1|6"
22644,"cond|1|6"
22647,"cond|1|6"
22648,"cond|2|1"
22649,"cond|1|6"
22651,"cond|1|6"
22665,"cond|1|6"
22666,"cond|1|6"
22668,"cond|1|6"
22672,"cond|1|6"
22677,"cond|1|6"
22680,"cond|1|6"
22681,"cond|1|6"
22697,"cond|1|6"
22699,"cond|1|6"
22701,"cond|1|6"
22705,"cond|1|6"
22707,"cond|1|5"
22709,"cond|2|1"
22728,"cond|1|2"
22729,"cond|1|5"
22732,"cond|1|6"
22733,"cond|1|5"
22740,"cond|1|6"
22743,"cond|1|6"
22749,"cond|1|6"
22756,"cond|2|1"
22759,"cond|1|6"
22765,"cond|1|5"
22770,"cond|1|6"
22771,"cond|1|3"
22789,"cond|1|6"
22790,"cond|2|1"
22792,"cond|1|6"
22794,"cond|2|2"
22802,"cond|1|6"
22806,"cond|1|6"
22807,"cond|1|6"
22812,"cond|1|5"
22822,"cond|1|6"
22824,"cond|1|6"
22825,"cond|1|6"
22835,"cond|1|6"
22839,"cond|2|1"
22843,"cond|1|6"
22851,"cond|1|6"
22852,"cond|1|6"
22854,"cond|1|6"
22855,"cond|1|6"
22873,"cond|1|6"
22874,"cond|2|1"
22877,"cond|1|6"
22888,"cond|1|6"
22891,"cond|1|6"
22896,"cond|1|5"
22897,"cond|1|5"
22900,"cond|1|6"
22901,"cond|1|6"
22903,"cond|2|1"
22904,"cond|1|6"
22911,"cond|1|6"
22915,"cond|1|6"
22917,"cond|1|6"
22918,"cond|1|6"
22929,"cond|1|5"
22933,"cond|1|6"
22955,"cond|1|6"
22956,"cond|1|6"
22957,"cond|1|6"
22959,"cond|1|2"
22960,"cond|1|6"
22963,"cond|1|6"
22972,"cond|1|6"
22974,"cond|1|6"
22982,"cond|1|5"
22988,"cond|2|1"
22989,"cond|1|6"
22997,"cond|1|6"
23000,"cond|1|6"
23004,"cond|1|6"
23017,"cond|2|1"
23020,"cond|1|6"
23023,"cond|1|6"
23024,"cond|1|1"
23026,"cond|1|6"
23029,"cond|1|6"
23044,"cond|1|6"
23049,"cond|1|6"
23051,"cond|1|6"
23055,"cond|1|6"
23056,"cond|1|5"
23059,"cond|1|6"
23063,"cond|1|5"
23065,"cond|2|1"
23068,"cond|1|6"
23070,"cond|1|6"
23073,"cond|1|6"
23080,"cond|1|5"
23082,"cond|1|1"
23086,"cond|1|6"
23092,"cond|1|6"
23102,"cond|2|1"
23105,"cond|1|6"
23106,"cond|1|1"
23109,"cond|1|6"
23113,"cond|1|6"
23119,"cond|1|6"
23124,"cond|1|6"
23129,"cond|1|6"
23132,"cond|1|6"
23134,"cond|1|6"
23139,"cond|1|6"
23144,"cond|1|6"
23146,"cond|1|6"
23147,"cond|1|6"
23155,"cond|1|6"
23161,"cond|2|2"
23162,"cond|1|2"
23165,"cond|1|6"
23172,"cond|1|6"
23173,"cond|1|5"
23178,"cond|1|6"
23179,"cond|1|6"
23187,"cond|1|6"
23197,"cond|1|5"
23198,"cond|1|6"
23200,"cond|1|6"
23217,"cond|1|6"
23218,"cond|1|6"
23224,"cond|1|6"
23226,"cond|2|1"
23228,"cond|2|2"
23233,"cond|1|6"
23234,"cond|1|6"
23235,"cond|1|6"
23242,"cond|1|3"
23253,"cond|1|5"
23254,"cond|1|5"
23255,"cond|1|6"
23264,"cond|1|5"
23268,"cond|2|2"
23271,"cond|1|6"
23277,"cond|1|6"
23280,"cond|2|1"
23285,"cond|2|1"
23286,"cond|1|6"
23296,"cond|1|6"
23297,"cond|1|6"
23298,"cond|1|6"
23303,"cond|1|6"
23306,"cond|1|6"
23310,"cond|2|1"
23312,"cond|1|6"
23313,"cond|1|6"
23316,"cond|1|5"
23317,"cond|1|6"
23320,"cond|1|6"
23325,"cond|1|6"
23327,"cond|2|2"
23330,"cond|1|6"
23334,"cond|1|6"
23337,"cond|1|2"
23342,"cond|1|6"
23348,"cond|1|5"
23365,"cond|1|6"
23366,"cond|1|6"
23368,"cond|1|6"
23375,"cond|1|2"
23377,"cond|1|6"
23380,"cond|2|1"
23387,"cond|1|6"
23388,"cond|1|6"
23389,"cond|1|6"
23398,"cond|2|1"
23400,"cond|1|6"
23410,"cond|1|6"
23413,"cond|2|2"
23418,"cond|1|1"
23421,"cond|1|6"
23422,"cond|2|1"
23423,"cond|1|6"
23424,"cond|1|6"
23437,"cond|1|6"
23439,"cond|1|6"
23440,"cond|2|2"
23444,"cond|1|6"
23448,"cond|1|6"
23450,"cond|1|5"
23453,"cond|1|6"
23456,"cond|2|1"
23459,"cond|2|1"
23460,"cond|2|1"
23468,"cond|1|6"
23473,"cond|1|6"
23474,"cond|1|6"
23475,"cond|1|6"
23477,"cond|1|6"
23478,"cond|1|6"
23494,"cond|1|6"
23516,"cond|1|6"
23517,"cond|1|2"
23524,"cond|2|2"
23526,"cond|1|6"
23533,"cond|1|1"
23543,"cond|1|6"
23548,"cond|1|5"
23551,"cond|1|6"
23553,"cond|1|6"
23557,"cond|1|6"
23559,"cond|1|6"
23560,"cond|2|2"
23561,"cond|1|6"
23564,"cond|1|6"
23566,"cond|1|6"
23568,"cond|1|6"
23569,"cond|1|6"
23587,"cond|1|6"
23589,"cond|1|6"
23591,"cond|1|6"
23596,"cond|1|6"
23597,"cond|1|6"
23598,"cond|2|1"
23600,"cond|1|6"
23601,"cond|2|2"
23606,"cond|1|6"
23611,"cond|1|6"
23619,"cond|1|6"
23628,"cond|2|1"
23630,"cond|1|6"
23636,"cond|2|2"
23638,"cond|1|6"
23651,"cond|1|6"
23653,"cond|1|6"
23658,"cond|2|1"
23663,"cond|1|6"
23668,"cond|1|6"
23682,"cond|1|6"
23683,"cond|1|6"
23684,"cond|1|6"
23685,"cond|1|6"
23686,"cond|2|1"
23691,"cond|1|6"
23698,"cond|1|6"
23708,"cond|1|6"
23710,"cond|1|4"
23711,"cond|1|5"
23712,"cond|2|2"
23717,"cond|1|6"
23718,"cond|1|6"
23721,"cond|2|1"
23724,"cond|1|6"
23726,"cond|2|1"
23730,"cond|1|6"
23735,"cond|1|6"
23737,"cond|2|1"
23739,"cond|1|6"
23745,"cond|1|6"
23746,"cond|1|6"
23763,"cond|1|6"
23770,"cond|1|6"
23771,"cond|1|6"
23778,"cond|1|6"
23782,"cond|1|6"
23785,"cond|1|5"
23802,"cond|1|6"
23804,"cond|1|5"
23808,"cond|1|6"
23810,"cond|1|6"
23811,"cond|1|6"
23823,"cond|1|6"
23827,"cond|1|6"
23831,"cond|1|6"
23832,"cond|1|6"
23837,"cond|1|6"
23839,"cond|1|6"
23844,"cond|1|6"
23846,"cond|1|6"
23859,"cond|1|6"
23862,"cond|2|1"
23864,"cond|1|6"
23869,"cond|1|6"
23871,"cond|1|6"
23872,"cond|1|5"
23875,"cond|1|5"
23876,"cond|1|6"
23880,"cond|1|6"
23883,"cond|1|2"
23890,"cond|1|6"
23891,"cond|1|6"
23892,"cond|1|6"
23894,"cond|1|6"
23896,"cond|1|6"
23900,"cond|1|5"
23906,"cond|2|2"
23907,"cond|1|6"
23911,"cond|1|6"
23913,"cond|1|6"
23915,"cond|1|5"
23919,"cond|2|1"
23921,"cond|1|6"
23923,"cond|1|6"
23924,"cond|1|6"
23926,"cond|1|6"
23928,"cond|1|6"
23932,"cond|1|6"
23942,"cond|2|1"
23943,"cond|1|1"
23945,"cond|1|5"
23951,"cond|1|6"
23955,"cond|1|6"
23956,"cond|1|6"
23959,"cond|1|6"
23967,"cond|1|6"
23969,"cond|1|6"
23979,"cond|1|6"
23991,"cond|1|6"
23994,"cond|1|6"
23997,"cond|1|6"
23998,"cond|1|1"
24006,"cond|1|1"
24009,"cond|1|6"
24015,"cond|1|6"
24020,"cond|2|1"
24021,"cond|1|6"
24027,"cond|1|6"
24031,"cond|1|6"
24033,"cond|1|6"
24034,"cond|1|6"
24040,"cond|1|6"
24044,"cond|1|6"
24048,"cond|1|6"
24050,"cond|1|6"
24054,"cond|1|6"
24056,"cond|1|6"
24059,"cond|1|6"
24062,"cond|1|6"
24064,"cond|1|6"
24071,"cond|2|2"
24074,"cond|1|6"
24080,"cond|1|6"
24085,"cond|1|6"
24090,"cond|1|6"
24092,"cond|1|6"
24096,"cond|2|1"
24097,"cond|2|2"
24101,"cond|1|6"
24102,"cond|1|6"
24104,"cond|1|6"
24111,"cond|1|6"
24116,"cond|1|6"
24129,"cond|1|6"
24130,"cond|2|1"
24131,"cond|1|5"
24137,"cond|1|6"
24138,"cond|1|6"
24144,"cond|2|2"
24145,"cond|1|2"
24146,"cond|1|6"
24150,"cond|1|6"
24151,"cond|1|6"
24156,"cond|1|6"
24162,"cond|1|6"
24170,"cond|1|6"
24171,"cond|1|6"
24173,"cond|1|6"
24177,"cond|1|6"
24183,"cond|1|6"
24190,"cond|2|1"
24193,"cond|2|2"
24204,"cond|1|6"
24207,"cond|1|6"
24209,"cond|1|6"
24211,"cond|1|6"
24215,"cond|1|6"
24217,"cond|1|6"
24226,"cond|1|6"
24239,"cond|2|1"
24241,"cond|1|6"
24242,"cond|2|2"
24254,"cond|1|6"
24256,"cond|1|6"
24261,"cond|1|6"
24264,"cond|1|5"
24270,"cond|1|1"
24274,"cond|2|1"
24275,"cond|1|6"
24277,"cond|1|6"
24278,"cond|1|6"
24280,"cond|1|6"
24291,"cond|1|6"
24293,"cond|1|5"
24295,"cond|1|6"
24296,"cond|1|6"
24298,"cond|1|5"
24311,"cond|2|2"
24313,"cond|2|1"
24315,"cond|1|6"
24322,"cond|1|6"
24333,"cond|1|6"
24337,"cond|1|6"
24338,"cond|1|6"
24339,"cond|1|6"
24351,"cond|1|6"
24362,"cond|2|1"
24373,"cond|1|6"
24382,"cond|2|1"
24385,"cond|2|2"
24398,"cond|2|1"
24404,"cond|1|6"
24406,"cond|1|6"
24410,"cond|1|6"
24411,"cond|1|6"
24413,"cond|1|6"
24414,"cond|1|6"
24415,"cond|1|6"
24419,"cond|1|6"
24420,"cond|1|6"
24423,"cond|2|1"
24425,"cond|1|6"
24427,"cond|1|6"
24429,"cond|1|2"
24430,"cond|1|6"
24438,"cond|1|6"
24439,"cond|1|6"
24447,"cond|1|6"
24450,"cond|1|6"
24455,"cond|2|1"
24461,"cond|1|6"
24468,"cond|1|1"
24469,"cond|1|6"
24470,"cond|1|6"
24473,"cond|1|6"
24486,"cond|2|1"
24491,"cond|1|6"
24492,"cond|1|6"
24495,"cond|2|2"
24498,"cond|1|6"
24499,"cond|1|6"
24500,"cond|2|1"
24506,"cond|1|6"
24507,"cond|1|6"
24510,"cond|1|6"
24511,"cond|1|6"
24513,"cond|2|2"
24519,"cond|1|6"
24527,"cond|1|5"
24531,"cond|1|6"
24533,"cond|1|6"
24535,"cond|1|6"
24549,"cond|1|6"
24550,"cond|1|6"
24551,"cond|1|6"
24554,"cond|1|6"
24558,"cond|1|6"
24559,"cond|1|3"
24564,"cond|1|5"
24566,"cond|1|6"
24568,"cond|1|6"
24578,"cond|2|2"
24587,"cond|1|6"
24590,"cond|1|6"
24593,"cond|1|5"
24595,"cond|2|2"
24597,"cond|2|1"
24603,"cond|2|1"
24604,"cond|1|6"
24610,"cond|1|6"
24615,"cond|1|6"
24616,"cond|1|6"
24618,"cond|1|6"
24619,"cond|1|6"
24624,"cond|1|6"
24632,"cond|1|6"
24636,"cond|1|6"
24639,"cond|2|2"
24643,"cond|2|2"
24644,"cond|1|3"
24645,"cond|1|6"
24647,"cond|1|6"
24652,"cond|1|5"
24660,"cond|2|1"
24668,"cond|2|2"
24678,"cond|1|1"
24679,"cond|1|6"
24683,"cond|1|6"
24696,"cond|1|5"
24697,"cond|1|6"
24700,"cond|1|6"
24703,"cond|1|1"
24704,"cond|1|6"
24709,"cond|1|6"
24712,"cond|1|6"
24716,"cond|1|6"
24726,"cond|1|6"
24728,"cond|1|6"
24734,"cond|1|2"
24735,"cond|1|6"
24736,"cond|1|6"
24737,"cond|1|5"
24745,"cond|1|6"
24747,"cond|2|1"
24751,"cond|1|6"
24753,"cond|1|6"
24756,"cond|1|2"
24759,"cond|1|6"
24768,"cond|1|6"
24777,"cond|2|2"
24780,"cond|1|6"
24785,"cond|1|6"
24792,"cond|1|5"
24794,"cond|1|6"
24796,"cond|1|5"
24797,"cond|1|6"
24807,"cond|1|6"
24809,"cond|1|6"
24823,"cond|1|6"
24825,"cond|2|2"
24826,"cond|1|6"
24828,"cond|1|6"
24830,"cond|1|5"
24832,"cond|1|6"
24836,"cond|1|5"
24837,"cond|1|6"
24839,"cond|1|6"
24840,"cond|1|6"
24845,"cond|2|2"
24847,"cond|1|6"
24851,"cond|1|6"
24859,"cond|1|6"
24862,"cond|1|6"
24867,"cond|2|1"
24869,"cond|1|6"
24877,"cond|1|5"
24883,"cond|2|2"
24885,"cond|1|6"
24888,"cond|1|6"
24894,"cond|1|1"
24904,"cond|1|6"
24907,"cond|1|6"
24910,"cond|2|2"
24920,"cond|1|6"
24924,"cond|1|5"
24931,"cond|1|6"
24933,"cond|1|6"
24937,"cond|1|6"
24953,"cond|1|6"
24964,"cond|1|6"
24965,"cond|1|6"
24968,"cond|1|6"
24969,"cond|1|6"
24971,"cond|1|6"
24972,"cond|1|6"
24973,"cond|1|6"
24977,"cond|1|6"
24981,"cond|1|5"
24982,"cond|1|6"
24989,"cond|1|6"
24991,"cond|1|6"
24992,"cond|1|6"
25003,"cond|1|6"
25005,"cond|1|6"
25006,"cond|1|6"
25024,"cond|1|5"
25026,"cond|1|6"
25034,"cond|1|6"
25037,"cond|1|5"
25039,"cond|1|6"
25046,"cond|1|6"
25050,"cond|2|2"
25054,"cond|2|1"
25057,"cond|1|6"
25062,"cond|1|6"
25065,"cond|1|6"
25066,"cond|1|6"
25067,"cond|1|6"
25069,"cond|1|6"
25070,"cond|1|6"
25071,"cond|1|6"
25075,"cond|1|6"
25077,"cond|1|6"
25079,"cond|1|6"
25082,"cond|2|1"
25083,"cond|1|6"
25084,"cond|1|6"
25089,"cond|1|6"
25093,"cond|1|6"
25094,"cond|1|6"
25098,"cond|1|6"
25104,"cond|1|5"
25112,"cond|1|6"
25113,"cond|2|2"
25118,"cond|1|6"
25120,"cond|1|6"
25121,"cond|2|1"
25122,"cond|1|5"
25128,"cond|1|6"
25146,"cond|1|6"
25149,"cond|1|5"
25150,"cond|1|6"
25151,"cond|1|6"
25158,"cond|1|6"
25173,"cond|2|1"
25174,"cond|2|2"
25175,"cond|1|6"
25177,"cond|1|6"
25179,"cond|1|6"
25187,"cond|1|6"
25193,"cond|1|5"
25194,"cond|1|6"
25198,"cond|1|6"
25208,"cond|1|2"
25216,"cond|1|6"
25217,"cond|1|6"
25219,"cond|1|6"
25226,"cond|1|6"
25230,"cond|1|6"
25233,"cond|1|6"
25234,"cond|1|6"
25238,"cond|2|1"
25241,"cond|2|1"
25246,"cond|1|5"
25247,"cond|2|2"
25248,"cond|1|6"
25260,"cond|2|2"
25264,"cond|1|6"
25266,"cond|1|6"
25269,"cond|1|6"
25272,"cond|1|6"
25277,"cond|1|6"
25279,"cond|2|1"
25284,"cond|1|6"
25288,"cond|1|6"
25290,"cond|1|6"
25291,"cond|1|6"
25293,"cond|1|6"
25296,"cond|1|6"
25298,"cond|2|1"
25299,"cond|1|6"
25304,"cond|1|6"
25305,"cond|1|6"
25311,"cond|1|6"
25312,"cond|2|1"
25313,"cond|2|2"
25321,"cond|2|2"
25327,"cond|1|6"
25333,"cond|1|6"
25338,"cond|1|6"
25340,"cond|1|6"
25346,"cond|1|6"
25350,"cond|1|6"
25353,"cond|2|2"
25355,"cond|1|6"
25358,"cond|1|6"
25359,"cond|1|5"
25367,"cond|1|6"
25372,"cond|1|6"
25373,"cond|1|5"
25391,"cond|1|5"
25393,"cond|1|6"
25397,"cond|1|5"
25400,"cond|1|6"
25410,"cond|1|5"
25415,"cond|1|5"
25417,"cond|1|5"
25420,"cond|1|6"
25423,"cond|1|5"
25424,"cond|1|6"
25433,"cond|1|6"
25442,"cond|1|6"
25446,"cond|1|6"
25449,"cond|1|6"
25453,"cond|1|6"
25456,"cond|2|2"
25460,"cond|1|6"
25461,"cond|1|5"
25464,"cond|1|6"
25465,"cond|1|5"
25468,"cond|1|6"
25469,"cond|1|6"
25470,"cond|1|6"
25474,"cond|1|6"
25478,"cond|1|6"
25479,"cond|1|6"
25481,"cond|1|6"
25493,"cond|1|6"
25498,"cond|1|6"
25506,"cond|2|2"
25512,"cond|1|6"
25516,"cond|2|2"
25525,"cond|1|1"
25526,"cond|1|6"
25528,"cond|1|6"
25531,"cond|1|6"
25538,"cond|2|2"
25548,"cond|1|6"
25550,"cond|1|6"
25553,"cond|1|6"
25555,"cond|1|6"
25558,"cond|1|6"
25571,"cond|1|6"
25586,"cond|1|6"
25587,"cond|1|6"
25589,"cond|1|6"
25590,"cond|1|6"
25594,"cond|1|6"
25599,"cond|1|6"
25600,"cond|1|6"
25609,"cond|1|5"
25613,"cond|1|6"
25615,"cond|1|6"
25616,"cond|1|6"
25625,"cond|1|6"
25631,"cond|1|6"
25635,"cond|1|5"
25636,"cond|2|2"
25637,"cond|2|2"
25638,"cond|1|6"
25641,"cond|2|1"
25642,"cond|1|6"
25657,"cond|1|6"
25660,"cond|1|1"
25667,"cond|1|6"
25669,"cond|1|6"
25671,"cond|1|6"
25674,"cond|1|6"
25678,"cond|1|6"
25681,"cond|1|5"
25690,"cond|1|6"
25691,"cond|1|6"
25695,"cond|1|5"
25697,"cond|2|1"
25704,"cond|1|5"
25706,"cond|1|6"
25707,"cond|1|6"
25712,"cond|1|6"
25718,"cond|2|1"
25726,"cond|2|2"
25727,"cond|1|6"
25729,"cond|1|6"
25730,"cond|1|6"
25734,"cond|1|6"
25739,"cond|1|6"
25744,"cond|1|5"
25745,"cond|2|1"
25749,"cond|1|6"
25760,"cond|1|6"
25763,"cond|1|6"
25773,"cond|1|6"
25778,"cond|1|3"
25787,"cond|1|6"
25791,"cond|2|2"
25796,"cond|2|1"
25797,"cond|2|2"
25803,"cond|1|5"
25809,"cond|1|6"
25814,"cond|1|6"
25820,"cond|1|6"
25826,"cond|1|6"
25836,"cond|2|1"
25839,"cond|1|6"
25843,"cond|1|6"
25845,"cond|1|6"
25846,"cond|1|3"
25848,"cond|1|6"
25851,"cond|1|6"
25866,"cond|1|6"
25867,"cond|1|6"
25870,"cond|1|6"
25872,"cond|1|6"
25875,"cond|1|6"
25877,"cond|1|5"
25893,"cond|1|6"
25894,"cond|1|6"
25898,"cond|1|6"
25902,"cond|1|6"
25905,"cond|1|6"
25908,"cond|1|5"
25909,"cond|1|6"
25910,"cond|1|6"
25911,"cond|1|6"
25917,"cond|1|6"
25919,"cond|1|6"
25924,"cond|1|6"
25930,"cond|1|6"
25932,"cond|1|6"
25935,"cond|2|1"
25937,"cond|1|6"
25938,"cond|1|6"
25939,"cond|1|6"
25947,"cond|1|6"
25953,"cond|1|6"
25954,"cond|1|5"
25956,"cond|1|6"
25957,"cond|1|6"
25960,"cond|1|6"
25974,"cond|1|6"
25976,"cond|1|5"
25985,"cond|1|6"
25988,"cond|1|6"
25990,"cond|1|6"
25992,"cond|1|6"
25994,"cond|1|6"
26005,"cond|1|2"
26006,"cond|1|6"
26008,"cond|1|1"
26010,"cond|2|1"
26023,"cond|1|6"
26024,"cond|1|6"
26025,"cond|1|6"
26029,"cond|1|6"
26032,"cond|1|6"
26041,"cond|1|6"
26042,"cond|1|6"
26043,"cond|1|6"
26053,"cond|2|2"
26054,"cond|1|6"
26065,"cond|2|1"
26080,"cond|1|6"
26083,"cond|2|1"
26085,"cond|1|6"
26087,"cond|1|6"
26091,"cond|1|6"
26093,"cond|1|5"
26100,"cond|1|6"
26107,"cond|1|6"
26111,"cond|1|6"
26112,"cond|1|6"
26118,"cond|1|6"
26125,"cond|1|5"
26126,"cond|1|6"
26137,"cond|1|3"
26141,"cond|1|6"
26150,"cond|1|6"
26154,"cond|1|6"
26155,"cond|1|5"
26157,"cond|1|6"
26158,"cond|1|6"
26168,"cond|1|6"
26171,"cond|1|6"
26174,"cond|1|6"
26175,"cond|1|6"
26183,"cond|2|1"
26185,"cond|1|5"
26186,"cond|2|1"
26189,"cond|2|1"
26190,"cond|1|6"
26193,"cond|1|6"
26200,"cond|1|6"
26203,"cond|1|5"
26204,"cond|1|6"
26214,"cond|1|6"
26220,"cond|1|6"
26221,"cond|1|6"
26222,"cond|1|1"
26224,"cond|1|6"
26228,"cond|1|6"
26236,"cond|1|6"
26237,"cond|2|1"
26239,"cond|1|6"
26244,"cond|1|5"
26255,"cond|2|2"
26262,"cond|1|6"
26269,"cond|1|5"
26279,"cond|1|6"
26284,"cond|1|6"
26285,"cond|1|6"
26301,"cond|1|6"
26302,"cond|1|6"
26305,"cond|2|2"
26315,"cond|1|5"
26319,"cond|1|6"
26325,"cond|1|6"
26328,"cond|2|1"
26332,"cond|2|1"
26349,"cond|1|6"
26357,"cond|1|1"
26358,"cond|1|6"
26364,"cond|1|6"
26371,"cond|1|6"
26373,"cond|1|6"
26378,"cond|1|6"
26384,"cond|1|6"
26387,"cond|2|2"
26388,"cond|1|6"
26390,"cond|1|6"
26391,"cond|1|6"
26393,"cond|1|6"
26397,"cond|1|1"
26403,"cond|1|6"
26404,"cond|1|6"
26410,"cond|1|5"
26419,"cond|1|6"
26433,"cond|1|6"
26435,"cond|1|6"
26437,"cond|1|6"
26439,"cond|1|1"
26440,"cond|1|6"
26459,"cond|1|6"
26462,"cond|2|1"
26464,"cond|1|6"
26468,"cond|1|6"
26469,"cond|1|6"
26479,"cond|1|6"
26480,"cond|1|6"
26485,"cond|1|6"
26487,"cond|1|6"
26491,"cond|1|6"
26492,"cond|1|6"
26495,"cond|1|6"
26501,"cond|1|6"
26502,"cond|1|6"
26515,"cond|1|6"
26517,"cond|1|6"
26519,"cond|1|1"
26522,"cond|1|5"
26525,"cond|1|5"
26529,"cond|1|6"
26533,"cond|1|6"
26536,"cond|2|2"
26541,"cond|1|6"
26545,"cond|1|6"
26547,"cond|2|1"
26550,"cond|1|6"
26552,"cond|1|5"
26555,"cond|1|6"
26561,"cond|1|5"
26562,"cond|1|6"
26564,"cond|1|6"
26568,"cond|1|6"
26571,"cond|2|2"
26572,"cond|2|2"
26574,"cond|2|2"
26575,"cond|1|6"
26579,"cond|1|6"
26582,"cond|1|6"
26583,"cond|1|5"
26585,"cond|1|6"
26590,"cond|1|6"
26595,"cond|1|6"
26606,"cond|1|6"
26607,"cond|1|6"
26608,"cond|1|6"
26613,"cond|1|6"
26614,"cond|2|1"
26616,"cond|2|1"
26617,"cond|1|6"
26622,"cond|1|1"
26631,"cond|1|2"
26632,"cond|1|1"
26633,"cond|1|5"
26641,"cond|1|5"
26643,"cond|1|6"
26647,"cond|1|6"
26650,"cond|1|6"
26652,"cond|1|6"
26664,"cond|1|6"
26669,"cond|1|6"
26671,"cond|1|6"
26674,"cond|1|6"
26677,"cond|1|6"
26678,"cond|1|5"
26680,"cond|1|6"
26687,"cond|1|5"
26694,"cond|1|2"
26698,"cond|1|6"
26699,"cond|1|5"
26703,"cond|1|6"
26707,"cond|1|6"
26709,"cond|1|6"
26710,"cond|1|6"
26716,"cond|1|6"
26722,"cond|2|1"
26724,"cond|1|6"
26727,"cond|1|6"
26733,"cond|1|6"
26735,"cond|1|6"
26736,"cond|1|6"
26741,"cond|2|1"
26746,"cond|1|6"
26750,"cond|1|6"
26756,"cond|1|6"
26760,"cond|1|6"
26768,"cond|1|6"
26777,"cond|1|6"
26778,"cond|1|6"
26783,"cond|1|6"
26784,"cond|1|6"
26793,"cond|1|6"
26802,"cond|2|2"
26804,"cond|1|6"
26808,"cond|1|6"
26810,"cond|1|6"
26811,"cond|1|6"
26814,"cond|1|6"
26815,"cond|1|6"
26822,"cond|1|6"
26837,"cond|1|6"
26838,"cond|1|6"
26841,"cond|1|6"
26842,"cond|1|6"
26846,"cond|1|6"
26852,"cond|1|6"
26860,"cond|1|6"
26869,"cond|1|6"
26876,"cond|1|6"
26881,"cond|1|6"
26884,"cond|2|2"
26887,"cond|1|6"
26888,"cond|1|6"
26892,"cond|1|6"
26897,"cond|1|6"
26905,"cond|1|6"
26912,"cond|1|6"
26913,"cond|1|6"
26914,"cond|1|2"
26923,"cond|1|5"
26927,"cond|1|6"
26936,"cond|1|6"
26949,"cond|1|6"
26954,"cond|2|1"
26955,"cond|1|6"
26986,"cond|1|6"
26991,"cond|2|1"
26995,"cond|1|6"
27003,"cond|1|6"
27008,"cond|1|6"
27011,"cond|1|1"
27012,"cond|1|5"
27018,"cond|1|6"
27019,"cond|1|6"
27023,"cond|1|1"
27024,"cond|1|6"
27025,"cond|2|2"
27028,"cond|1|6"
27031,"cond|1|6"
27036,"cond|1|6"
27046,"cond|1|6"
27059,"cond|1|6"
27064,"cond|1|6"
27066,"cond|1|6"
27068,"cond|1|6"
27070,"cond|1|6"
27086,"cond|1|6"
27088,"cond|1|6"
27092,"cond|1|6"
27093,"cond|2|1"
27096,"cond|1|2"
27097,"cond|1|6"
27104,"cond|1|6"
27115,"cond|1|6"
27120,"cond|1|6"
27123,"cond|1|6"
27129,"cond|1|6"
27132,"cond|1|6"
27133,"cond|1|6"
27137,"cond|1|6"
27138,"cond|1|6"
27156,"cond|1|6"
27158,"cond|1|6"
27161,"cond|2|1"
27162,"cond|1|6"
27168,"cond|1|5"
27171,"cond|1|6"
27177,"cond|1|5"
27187,"cond|1|6"
27200,"cond|1|6"
27208,"cond|1|6"
27229,"cond|1|6"
27230,"cond|1|6"
27237,"cond|1|6"
27239,"cond|1|6"
27240,"cond|1|6"
27241,"cond|1|6"
27248,"cond|1|2"
27249,"cond|1|5"
27250,"cond|1|6"
27251,"cond|1|5"
27253,"cond|1|6"
27255,"cond|1|6"
27257,"cond|1|6"
