uid,ANNUITY
19384,17793
19395,12339
19414,13695
19416,24528
19418,11640
19426,30787
19427,13602
19436,20789
19460,18726
19471,24842
19485,50082
19496,26018
19497,8881
19503,13426
19510,14241
19516,18150
19519,14996
19522,14765
19528,12516
19532,10397
19534,14862
19561,8881
19567,43010
19568,17864
19578,13927
19583,18474
19598,18379
19602,14286
19610,15104
19611,30106
19616,23501
19617,13405
19623,24907
19629,15086
19633,14000
19636,15206
19639,8881
19648,18734
19655,20108
19672,25159
19693,18608
19695,14547
19698,10861
19702,21847
19720,24636
19724,14876
19749,11149
19754,11883
19755,19359
19756,18161
19757,14243
19761,14494
19767,16493
19773,36580
19774,24985
19787,31695
19789,11887
19790,13228
19795,28638
19797,17887
19810,21024
19813,13807
19814,18732
19824,16044
19831,10893
19837,30723
19838,25416
19842,25281
19846,13795
19847,12239
19854,30991
19857,14496
19859,15549
19865,14023
19866,16858
19868,20241
19869,22605
19871,15750
19874,8881
19883,18282
19886,10044
19890,16849
19920,17479
19925,12452
19951,15371
19952,14230
19956,21669
19965,11466
19970,12271
19971,9290
19980,19977
19984,22374
19999,11651
20003,13497
20021,13869
20030,12628
20031,13780
20045,12686
20048,10619
20056,15334
20058,15267
20064,19133
20072,32044
20074,19809
20093,17303
20094,26601
20099,14971
20106,20004
20123,12054
20151,18908
20159,13867
20160,8881
20182,16561
20193,19262
20195,21386
20205,11698
20239,13877
20243,13104
20250,15631
20252,10861
20255,25023
20266,16775
20269,23355
20280,14682
20304,24721
20305,25197
20309,18514
20310,11351
20327,19680
20328,10861
20332,16577
20335,14692
20340,10861
20355,10861
20362,14710
20375,23627
20380,12382
20403,46983
20408,13993
20409,10891
20412,13288
20415,36689
20420,11227
20422,14145
20433,23884
20441,11717
20442,18313
20461,12934
20498,18980
20508,8881
20521,12731
20523,18074
20527,19049
20542,20130
20550,21417
20556,9568
20562,18596
20577,21369
20583,16629
20590,11883
20597,20192
20610,19952
20619,12887
20625,12011
20626,13070
20643,15128
20662,15934
20664,12516
20666,8881
20669,14701
20674,37182
20675,20685
20688,19702
20710,15875
20715,21402
20721,16827
20724,30724
20725,18672
20733,12160
20738,12828
20741,15630
20743,18153
20748,17613
20760,9297
20765,12815
20770,26145
20788,13891
20793,26306
20804,14276
20811,14313
20814,19848
20821,16366
20825,10861
20844,17690
20873,21673
20885,17420
20887,19292
20908,19577
20915,16110
20920,17642
20924,18260
20930,20275
20940,29230
20941,14828
20947,20958
20958,9615
20971,15414
20973,15495
20975,13830
20986,24167
20992,31505
20993,26672
20996,16202
21000,32483
21001,23259
21011,25308
21030,12455
21031,32843
21035,45739
21049,16330
21067,13051
21070,23890
21083,16324
21100,15416
21106,13186
21119,15208
21124,26902
21125,19524
21126,18265
21132,27826
21141,20686
21147,9185
21154,12909
21157,8881
21163,58733
21166,13926
21168,11247
21174,20699
21175,16136
21176,22338
21182,18425
21191,35253
21192,24183
21210,20683
21216,14945
21220,32075
21243,17305
21264,22433
21315,25361
21320,35558
21337,12984
21348,33197
21368,11979
21374,19979
21381,21552
21386,12623
21404,24496
21412,25453
21418,9687
21449,36020
21456,14452
21461,21534
21469,13112
21479,15243
21482,24591
21485,23246
21511,12418
21514,16515
21524,11912
21533,22662
21534,14213
21535,25553
21545,16420
21554,9942
21561,17018
21580,29143
21582,16721
21584,15853
21586,11822
21604,11883
21607,15346
21608,14838
21609,24264
21610,15084
21618,126775
21621,15969
21624,17876
21638,15965
21647,13946
21651,14586
21666,12079
21669,16891
21675,20857
21676,24649
21678,14224
21683,11626
21692,11573
21697,14018
21702,12215
21704,14709
21713,32634
21715,29481
21716,10861
21725,21785
21742,12023
21747,14704
21775,10495
21785,11248
21797,44343
21804,25421
21813,15791
21817,21448
21824,14683
21831,13009
21844,21028
21862,14627
21866,20806
21868,21802
21870,15091
21887,25947
21892,25697
21895,22659
21919,19109
21922,24815
21925,15991
21930,19102
21931,23422
21934,33392
21963,18265
21967,13546
21974,11883
21978,19403
21982,20708
21996,15344
22009,13794
22012,19619
22015,13150
22017,14819
22025,30628
22027,22479
22042,13394
22046,14313
22056,12830
22057,22693
22058,27257
22064,12008
22071,13076
22074,24412
22076,12310
22080,13522
22094,13002
22110,10224
22112,29334
22114,14311
22117,22076
22122,18949
22124,14998
22137,41036
22158,20919
22162,16096
22166,25591
22181,15780
22200,27492
22204,11883
22215,20122
22234,29763
22239,12313
22260,16625
22261,16755
22279,17943
22289,12611
22290,12068
22325,11800
22327,18628
22328,31977
22329,13691
22341,16001
22342,28050
22368,19929
22370,18055
22377,18864
22381,19687
22383,27090
22395,24199
22405,24001
22406,18945
22415,18645
22416,15398
22440,15326
22456,16802
22475,11883
22477,16365
22483,15511
22487,8881
22506,12902
22512,10982
22516,21585
22520,16243
22521,8881
22522,11427
22527,16403
22528,17561
22531,19892
22535,23453
22541,21881
22543,39667
22545,13015
22546,20241
22556,26040
22571,24669
22578,22609
22581,12550
22587,18577
22601,13373
22609,17901
22611,13640
22632,8881
22633,18454
22641,22569
22658,19920
22659,12081
22661,18737
22667,22671
22674,19732
22682,20251
22687,10912
22692,18789
22703,26026
22708,10861
22737,19439
22741,19717
22744,14961
22748,11957
22760,25596
22761,10861
22777,24957
22783,31509
22797,19693
22799,14507
22800,23552
22805,19573
22809,16684
22810,16630
22811,23482
22813,22001
22823,11771
22827,11888
22831,14667
22833,26121
22838,40517
22867,11047
22868,14655
22883,11918
22889,25790
22914,34495
22922,11204
22923,17029
22926,34845
22945,12499
22950,16524
22961,20243
22979,19563
22990,19900
22991,8881
23008,11406
23027,17345
23048,11306
23075,8881
23079,10978
23085,14878
23093,25637
23108,19960
23125,12519
23130,11671
23136,22095
23138,15343
23154,18067
23166,15767
23167,20268
23209,19622
23216,17726
23229,22017
23231,26745
23232,16557
23244,13949
23281,48589
23302,18123
23314,13212
23321,25335
23322,14380
23359,22592
23373,30425
23390,16416
23395,34650
23401,17210
23408,29278
23419,12356
23446,16836
23457,19646
23466,14610
23484,18863
23488,30281
23493,32358
23503,24178
23519,17168
23527,11883
23547,14657
23563,18279
23576,24805
23604,23912
23612,10864
23632,54161
23640,22151
23675,18648
23677,19640
23695,26458
23696,15650
23702,20480
23713,24419
23736,19496
23755,13870
23787,20364
23791,10671
23796,24818
23799,14814
23801,16689
23805,18414
23817,12964
23822,17142
23828,22910
23843,20613
23845,19338
23856,17907
23881,18836
23888,17543
23889,25028
23901,16138
23904,11904
23929,12715
23946,19183
23950,21977
23962,17142
23965,32329
23970,20972
23972,32789
23975,19267
23988,13975
23990,17271
24038,30067
24049,10316
24052,16577
24063,22234
24066,23933
24072,20987
24082,11216
24108,16117
24110,15372
24117,13103
24118,12466
24127,20219
24152,17682
24188,19955
24213,10632
24214,15440
24218,13751
24221,10861
24237,10861
24251,13138
24288,13673
24289,11407
24290,14178
24320,18057
24327,14893
24332,16589
24345,16228
24350,28697
24353,11000
24355,18370
24369,34558
24374,17458
24381,26150
24383,10861
24389,25053
24403,12838
24409,30044
24434,11932
24436,8881
24437,12563
24442,14126
24449,14138
24467,16308
24509,14832
24522,15547
24524,18983
24543,15043
24588,11254
24609,20983
24612,18128
24620,18837
24623,11160
24625,17388
24630,14520
24642,12714
24655,21909
24665,21833
24671,23959
24672,21972
24695,11898
24705,15073
24719,16129
24741,18856
24760,126624
24763,13570
24764,23427
24769,14887
24784,13675
24795,13961
24802,25558
24804,22932
24810,20505
24831,14190
24843,18620
24864,19009
24868,17019
24891,10823
24923,11294
24948,22105
24957,19585
24960,23897
24976,24697
24979,25885
24986,9886
24990,15029
24996,19283
24997,16517
25000,13866
25016,21281
25025,28932
25053,21397
25055,15983
25058,9766
25074,22040
25076,27214
25080,11772
25109,13817
25115,19700
25125,18588
25126,18597
25129,12966
25138,12073
25142,15646
25143,13833
25155,24231
25159,13904
25184,10861
25195,17746
25207,34785
25218,21774
25228,15223
25235,15338
25236,13478
25239,17807
25240,11989
25249,10861
25250,18123
25271,28088
25319,23255
25323,12300
25329,15766
25349,15535
25351,42704
25354,22937
25366,19427
25368,12699
25390,8881
25407,25595
25414,17474
25418,13188
25421,11125
25440,13162
25443,17285
25445,16138
25448,13502
25483,10861
25484,27472
25488,12112
25496,21424
25509,11883
25523,13047
25530,23020
25557,12985
25560,22884
25576,16285
25577,30813
25593,26004
25601,26589
25605,11044
25610,23446
25643,11641
25658,21985
25664,11420
25676,12892
25679,10550
25688,21770
25689,20245
25700,15996
25703,20620
25713,14638
25717,13636
25719,15072
25724,31769
25725,14929
25731,10861
25732,26017
25746,13350
25754,11634
25757,19089
25759,10206
25762,15372
25769,13204
25783,74590
25795,29812
25807,24568
25808,24686
25817,39141
25835,15231
25837,22923
25841,11241
25853,12306
25860,17613
25863,16186
25868,24254
25874,14860
25887,15822
25888,37690
25891,15976
25900,19239
25912,14392
25931,18598
25944,12465
25961,16419
25967,14034
25979,14233
25995,26520
25999,10101
26011,10377
26014,9782
26038,12472
26040,11601
26049,11014
26070,20088
26072,10861
26099,16660
26116,12530
26121,17828
26123,27627
26144,12623
26165,19203
26172,9419
26178,13780
26182,17362
26223,35883
26230,20270
26235,30237
26248,9708
26249,8881
26251,30246
26271,17779
26278,24580
26290,13494
26299,18422
26303,25362
26318,29206
26321,23377
26326,16959
26330,13209
26335,11883
26338,11824
26344,20202
26351,28278
26362,17000
26367,30869
26413,21760
26423,13445
26427,19052
26429,29295
26431,25373
26436,19633
26454,12990
26471,24510
26473,16301
26478,18094
26486,17522
26496,16483
26497,26245
26499,8881
26504,17995
26518,18580
26537,32214
26540,11813
26544,22333
26549,21775
26551,15022
26567,11875
26596,16167
26621,15926
26634,18813
26679,15151
26684,13030
26695,16423
26700,10888
26708,13569
26723,12399
26731,16773
26734,15349
26742,11613
26745,9497
26747,84126
26752,15969
26754,11512
26757,12100
26770,18695
26788,12863
26791,10861
26798,25614
26800,16645
26813,19939
26818,19930
26839,10861
26847,22053
26857,8881
26861,10982
26865,12127
26867,28634
26870,19266
26879,11067
26883,29352
26889,31908
26907,18480
26929,14119
26932,17064
26933,10962
26938,28221
26966,13266
26975,23449
26982,13470
26987,13402
27000,46997
27006,35688
27103,11280
27109,20460
27110,14250
27113,12119
27117,26054
27144,17052
27146,25774
27153,18785
27165,27165
27167,13247
27169,18859
27176,16270
27182,10529
27184,15886
27191,13845
27194,11833
27199,20680
27205,13053
27209,12627
27223,13851
27238,35381
27245,11191
27292,13942
27296,11630
27299,12907
27307,13739
27312,15217
27317,36696
27324,25842
27327,21425
27342,11778
27347,15648
27363,15030
27379,8881
27381,30952
27385,13317
27387,36227
27403,10861
27410,17529
27414,16621
27417,11311
27420,28051
27429,10867
27452,17072
27459,8881
27464,18402
27471,14742
27480,14123
27515,17352
27519,14390
27532,16113
27535,13480
27544,22442
27548,13713
27551,24059
27568,13636
27597,16567
27614,20029
27625,14596
27630,11861
27650,20710
27653,17426
27671,19940
27676,18552
27690,11375
27698,24613
27700,27328
27707,25264
27713,26075
27720,41844
27721,13687
27726,19437
27727,47200
27728,23827
27749,21214
27752,10861
27759,10861
27760,11823
27769,22084
27789,24227
27796,19554
27800,27547
27804,19680
27806,21634
27810,8881
27813,9775
27822,26058
27829,11865
27845,13277
27848,10861
27849,20210
27859,20161
27862,19361
27874,26042
27876,10861
27885,23978
27903,13166
27908,9283
27926,19107
27933,14129
27939,16237
27944,19608
27949,11747
27957,19722
27962,14552
27971,21994
28025,18258
28026,67112
28032,13249
28037,31505
28038,20551
28044,12916
28064,20355
28070,38317
28097,26172
28101,19309
28105,17289
28109,12615
28126,20562
28131,12641
28144,13712
28145,20134
28166,16874
28180,40762
28183,16349
28187,53054
28188,31438
28195,29753
28217,27975
28220,19451
28228,9195
28229,28912
28231,18405
28250,15908
28256,10169
28259,31764
28268,43598
28271,13990
28278,21101
28289,16657
28299,17069
28303,15265
28307,23466
28310,18566
28314,25334
28324,13873
28328,14618
28333,24205
28350,19841
28378,18967
28382,15312
28389,12871
28390,8881
28415,14851
28416,21183
28437,15643
28440,14731
28456,10544
28459,12143
28478,11523
28484,10861
28507,8881
28511,22502
28512,16008
28536,13890
28539,11971
28540,11962
28553,21019
28560,25749
28566,32465
28581,27059
28584,24128
28588,10966
28598,11418
28602,20158
28605,18241
28608,12810
28622,14139
28641,30036
28655,24461
28658,21483
28662,24962
28665,8881
28677,18779
28695,11534
28713,13833
28721,10861
28738,18219
28752,27860
28757,31331
28759,17761
28762,22581
28771,12277
28774,16116
28775,12497
28784,25120
28790,20563
28791,16134
28807,15298
28808,14409
28809,18315
28810,20703
28812,16357
28814,14853
28815,9847
28818,33721
28832,16705
28838,15092
28840,15820
28844,17764
28846,31446
28865,16526
28898,10861
28899,8881
28900,14129
28909,13749
28917,12158
28939,18920
28943,19529
28944,12188
28948,26450
28955,21303
28964,11585
28978,8881
29005,18452
29015,19769
29016,18308
29023,17898
29037,11469
29041,16847
29057,15998
29060,22113
29068,18321
29073,20376
29081,12140
29084,14900
29092,19083
29101,11535
29123,14199
29127,13611
29149,11883
29164,31096
29174,19588
29177,10925
29198,14382
29231,15390
29249,10861
29251,16625
29253,26114
29265,16946
29289,16937
29291,15200
29299,21996
29301,10140
29319,11015
29328,20849
29332,22330
29335,19353
29344,10861
29346,17080
29360,8881
29364,12544
29368,20440
29374,19902
29388,11883
29389,23436
29407,16362
29413,23334
29416,14279
29442,10115
29451,11274
29455,12771
29465,14445
29482,24413
29488,11334
29492,35828
29494,10219
29525,15559
29530,25003
29534,10570
29549,19879
29559,15766
29561,19061
29562,11519
29567,14476
29578,18160
29579,16150
29596,12080
29616,19820
29618,13926
29632,16194
29645,14063
29650,16181
29675,12319
29696,18462
29698,19196
29707,16491
29712,14673
29731,29173
29735,16958
29753,12279
29762,19661
29784,16515
29786,8881
29787,16270
29796,19768
29803,24096
29810,8881
29824,9323
29831,23235
29858,12991
29861,18046
29865,13798
29910,14845
29915,9740
29921,13108
29942,13925
29962,14820
30009,13316
30016,23024
30021,11232
30034,11484
30035,19567
30041,30903
30050,16309
30055,28738
30059,10861
30066,12712
30076,22725
30080,31735
30081,34937
30096,20096
30098,14569
30116,12912
30120,17175
30121,30047
30133,24958
30135,20162
30139,10321
30152,42315
30158,14380
30160,12499
30181,18378
30182,21264
30191,24195
30194,10861
30208,9456
30216,25566
30234,12400
30240,23878
30249,12466
30250,11878
30268,12060
30270,17588
30296,24213
30339,13381
30351,31018
30354,29424
30370,16860
30372,12993
30382,11462
30391,22935
30408,19950
30414,10861
30442,27070
30451,23617
30457,9822
30472,32547
30475,23895
30480,18684
30484,25744
30491,22418
30518,13010
30536,14714
30538,12340
30551,21528
30585,19112
30586,10829
30593,21875
30600,23471
30615,32076
30616,10861
30618,21829
30626,33874
30655,15631
30661,12622
30671,14561
30673,16739
30702,67343
30708,19805
30710,14782
30716,32836
30725,20202
30727,17765
30758,19424
30761,16575
30776,24268
30793,24145
30794,8881
30850,23846
30867,11839
30889,19591
30898,8881
30899,13896
30902,12101
30916,22886
30920,19600
30923,9296
30926,23025
30943,14442
30968,18219
30980,20744
30994,23831
31004,31206
31008,8881
31011,37474
31017,15705
31021,20028
31022,19879
31029,14892
31038,10861
31042,19358
31043,17715
31059,8881
31062,18607
31075,20207
31085,19753
31093,14156
31100,10008
31117,12260
31119,14766
31120,11954
31123,14938
31126,11166
31132,15988
31135,23942
31151,29683
31159,22186
31167,20721
31182,14924
31187,15853
31200,9814
31215,15375
31223,14510
31227,32997
31230,27614
31243,11883
31256,22737
31258,17526
31263,20194
31278,12028
31280,10861
31290,18822
31296,23063
31322,24178
31323,21062
31325,22216
31348,17572
31357,17924
31375,12666
31383,11998
31386,21572
31401,11834
31410,10861
31425,26156
31449,16327
31481,19785
31511,10386
31512,20040
31516,11950
31518,14500
31522,20591
31524,11295
31528,13829
31530,19509
31531,16378
31545,15068
31547,35693
31562,15747
31573,28929
31574,14147
31581,10788
31585,15095
31605,13468
31606,11738
31617,18886
31636,11690
31644,8881
31672,9840
31681,12167
31684,13465
31691,11087
31694,13968
31708,14547
31710,11753
31712,15414
31714,13119
31726,12798
31735,24608
31742,23818
31744,17793
31748,28503
31751,25853
31758,23530
31765,10861
31766,12101
31769,14788
31777,12582
31790,34399
31800,13141
31809,30806
31812,14534
31813,15635
31821,11591
31829,19137
31836,21225
31843,10861
31845,12190
31849,20125
31865,9254
31866,35239
31869,20752
31875,12377
31907,10709
31908,8911
31911,17558
31920,15227
31926,20932
31929,12861
31938,11883
31963,18332
31972,17772
31981,23437
31993,23685
31995,14924
32018,20906
32023,15426
32026,28177
32028,24489
32030,11883
32041,8881
32046,24414
32048,23214
32065,26061
32070,13291
32072,17780
32078,10257
32091,16985
32092,25268
32105,24193
32107,17068
32113,29645
32125,13270
32126,18609
32130,18127
32131,10935
32141,12368
32154,20755
32159,18510
32164,10861
32194,12054
32211,10861
32216,20613
32217,26108
32222,24687
32225,18699
32227,12006
32232,13721
32233,15519
32235,17970
32242,13720
32243,21419
32249,12176
32265,25756
32270,23881
32271,13727
32283,19016
32286,16144
32293,16418
32298,13773
32305,24467
32313,22970
32319,10234
32323,12749
32328,10861
32329,29652
32342,18693
32355,25746
32369,11732
32370,10861
32374,10861
32377,18560
32379,16748
32380,10861
32383,34617
32395,17296
32397,26402
32399,14681
32401,22295
32402,23955
32406,19322
32413,8881
32422,12597
32434,14549
32437,23222
32441,20721
32443,15819
32462,51041
32464,15569
32468,18319
32469,10426
32478,28124
32487,25238
32488,13756
32491,11883
32492,26142
32505,12430
32515,35360
32516,24853
32517,17326
32524,16063
32531,18447
32532,17309
32535,16579
32537,12786
32538,12035
32550,27837
32561,13392
32567,29578
32572,17114
32579,11429
32581,14648
32587,10844
32590,9146
32593,10861
32594,15335
32607,12139
32608,13765
32610,12782
32623,16672
32640,25239
32660,30975
32671,18576
32679,17765
32689,11477
32691,29600
32701,14670
32705,28727
32706,19032
32713,12035
32727,20236
32737,18497
32744,14155
32745,11341
32763,9404
32764,17316
32765,11732
32771,13250
32774,20107
32795,17340
32815,10861
32818,11350
32829,20764
32844,23602
32849,17084
32864,27416
32868,8881
32873,18704
32874,17330
32878,18250
32884,11776
32886,22272
32895,16046
32905,11793
32907,11995
32911,16117
32916,13384
32926,19879
32950,13280
32952,16138
32967,25847
32971,15509
32972,19730
32979,13598
32994,12546
32995,11472
33006,23005
33013,23067
33022,30650
33029,19840
33033,10861
33034,14756
33048,18478
33051,17114
33055,14977
33067,10861
33083,14916
33086,12323
33096,25039
33097,25795
33114,15642
33118,29001
33143,10466
33152,39555
33154,50610
33156,14978
33166,32174
33168,13165
33181,14699
33189,23100
33190,21816
33194,14820
33196,12503
33214,29867
33227,16853
33231,25125
33240,10861
33248,18135
33251,19913
33259,15680
33269,11638
33270,12465
33291,10578
33299,12325
33311,8881
33317,13154
33319,23047
33321,18857
33326,23930
33334,20222
33354,21772
33361,15130
33374,23706
33377,25659
33388,12287
33400,10861
33404,19337
33435,13302
33436,13365
33437,24313
33439,21376
33467,18548
33483,11510
33488,25513
33489,23253
33492,23138
33496,9532
33510,11213
33530,17098
33546,17381
33565,45856
33569,19762
33573,14514
33577,25590
33580,19387
33585,27680
33594,23298
33595,17838
33598,21212
33613,20358
33629,16256
33634,19764
33639,16334
33642,24831
33647,19105
33658,16110
33660,24489
33668,23330
33684,15244
33690,19710
33698,13168
33699,10861
33711,16913
33719,16294
33751,22396
33760,16900
33767,20132
33772,10463
33780,31959
33784,29394
33785,22896
33790,15255
33792,17836
33798,23487
33810,12435
33821,10861
33826,23653
33827,14281
33832,15723
33833,16392
33835,21502
33858,30809
33872,15023
33876,20195
33881,16676
33884,26155
33898,14479
33901,23378
33907,13072
33928,14761
33929,30630
33943,19993
33945,8881
33949,13892
33952,19658
33954,27202
33965,22461
33984,24472
33988,20652
33990,34001
34002,18224
34004,17103
34012,11874
34018,12558
34029,10861
34032,11354
34050,19365
34057,14130
34060,24413
34065,13376
34067,13632
34076,12693
34077,16543
34093,23566
34095,48201
34097,28838
34113,16896
34137,13259
34140,12719
34144,22584
34156,13828
34158,10861
34166,32163
34167,29383
34172,11253
34180,10861
34186,10861
34192,18768
34196,31681
34234,20319
34236,10843
34248,12067
34252,31489
34254,19545
34256,11784
34260,27171
34273,11650
34276,30804
34277,21847
34278,13626
34295,29723
34312,12973
34317,20219
34326,24050
34327,16889
34334,12137
34338,13262
34348,14527
34362,11423
34364,15027
34365,11812
34374,9841
34376,15993
34380,8881
34388,11285
34395,54348
34402,30754
34430,24223
34433,14512
34435,15362
34444,16534
34455,19670
34483,8881
34500,13507
34513,14717
34519,20409
34522,14066
34537,32474
34543,10746
34545,11460
34548,13385
34558,17675
34560,12821
34566,17408
34577,19182
34583,15069
34598,23477
34620,9875
34629,13988
34633,11400
34659,10780
34675,16693
34689,10861
34702,8881
34721,10861
34728,16126
34731,15660
34745,16696
34753,14948
34764,18884
34767,17102
34779,13778
34785,12090
34791,25345
34792,17434
34814,15621
34815,11994
34823,22520
34826,16497
34827,25716
34847,18538
34855,12838
34859,10861
34866,8881
34876,14352
34879,14944
34885,46683
34888,13029
34893,12299
34894,12898
34917,13790
34920,11710
34924,12218
34944,20792
34956,25923
34958,16112
34959,12462
34961,17606
34963,12812
34971,15044
34995,19263
34996,18892
35005,14810
35014,15385
35019,23653
35026,25482
35027,23359
35030,25544
35032,17023
35035,21611
35046,32701
35056,26955
35063,13407
35089,15116
35093,25616
35116,23576
35120,11883
35125,10336
35127,16650
35133,19322
35135,12475
35145,14463
35155,16004
35157,9179
35159,28864
35161,9350
35169,11405
35185,19845
35188,23587
35190,13343
35216,21944
35217,15203
35224,24702
35228,18679
35230,12116
35234,15535
35235,22373
35243,11643
35249,13105
35253,11309
35256,36543
35258,17673
35271,12944
35275,10871
35302,14266
35305,20049
35308,14886
35323,10283
35325,13805
35327,20361
35331,12578
35338,8881
35368,12309
35378,19727
35380,8959
35381,12206
35383,23961
35391,13309
35395,19904
35406,14349
35428,23048
35433,12339
35438,10861
35439,20104
35444,35859
35448,14928
35464,11381
35469,11081
35471,17644
35472,21249
35475,19002
35482,13280
35483,11369
35500,12870
35507,16330
35508,18592
35512,20183
35515,14631
35519,27924
35520,13804
35533,11883
35537,24395
35543,12556
35553,17721
35555,11883
35567,24825
35569,16611
35572,25144
35577,14437
35578,11639
35589,35457
35590,14507
35602,14831
35605,29856
35612,15989
35617,10147
35619,21463
35625,13425
35643,18784
35645,15611
35660,11480
35666,14368
35669,15311
35677,21240
35678,14488
35686,48249
35693,17082
35694,10861
35714,19167
35730,17187
35738,22181
35745,11896
35764,13708
35776,23039
35790,11453
35800,24480
35808,39152
35810,25857
35828,24088
35834,23082
35835,14259
35840,19467
35842,24224
35846,9608
35861,11188
35865,11673
35874,20733
35907,23855
35912,10861
35918,31242
35922,15855
35926,24530
35936,26417
35942,11678
35952,11493
35953,8881
35971,12159
35973,11563
35988,25645
36006,10578
36007,12664
36033,51894
36034,28030
36050,22972
36067,10202
36082,19232
36083,16481
36095,24204
36097,25906
36136,23118
36141,18420
36147,33937
36148,32261
36149,10861
36160,15336
36178,11640
36179,19119
36183,10861
36194,13778
36195,22229
36205,16343
36206,23779
36207,13091
36208,35107
36212,11180
36225,11184
36226,12217
36227,22050
36231,11096
36239,12562
36242,14259
36244,14285
36248,8881
36252,9318
36256,10861
36260,15378
36271,9793
36278,12347
36280,24446
36283,12426
36293,23853
36316,9702
36329,14425
36330,9788
36335,20694
36349,11726
36352,19888
36366,11883
36374,10890
36377,12468
36388,14157
36407,18460
36415,14155
36423,12275
36427,22184
36429,10064
36435,24573
36441,23087
36445,12580
36453,23150
36472,15728
36479,10861
36481,13149
36491,11695
36494,11909
36495,14177
36500,11379
36509,15443
36510,24461
36519,26822
36524,12472
36535,23755
36537,14397
36545,11330
36547,19502
36548,16477
36556,23896
36564,11604
36568,19867
36571,13872
36574,10861
36589,17276
36592,14865
36598,16290
36600,30786
36613,17972
36618,14955
36620,20183
36622,14893
36632,13778
36633,20950
36634,22088
36637,8881
36640,14632
36645,19501
36649,12214
36650,19793
36656,16132
36657,8881
36660,21878
36664,16174
36667,19978
36690,23779
36694,10492
36695,17882
36697,31251
36699,13213
36702,26121
36707,46333
36716,13424
36717,15705
36730,20441
36737,16663
36762,18967
36772,17126
36773,11157
36778,16369
36782,27334
36786,12659
36799,25963
36800,26454
36806,16072
36809,11939
36817,12570
36829,24212
36835,14553
36839,16362
36853,29632
36866,25868
36869,25360
36872,29415
36874,25448
36891,20072
36893,14217
36899,30550
36904,20776
36906,12021
36909,16828
36922,21575
36931,20062
36939,28638
36943,22449
36948,19043
36949,25426
36953,11883
36972,31410
36975,17285
36983,14348
36987,13122
36990,11883
36998,20055
37005,8948
37010,11881
37013,25660
37033,13677
37035,13759
37040,31017
37049,26091
37050,31717
37053,10861
37062,18114
37074,12651
37082,14751
37087,19800
37089,13173
37102,19097
37111,16055
37114,11704
37129,15035
37147,21213
37153,20897
37165,17369
37176,15274
37186,12281
37187,11883
37200,15618
37201,21233
37205,9786
37212,12171
37223,16165
37233,16985
37245,16110
37253,15259
37261,14854
37271,14878
37280,20327
37291,13972
37310,9912
37317,11631
37328,9506
37334,51039
37336,19491
37340,18349
37342,17157
37353,8881
37368,16396
37374,21920
37383,18027
37392,17879
37401,20898
37410,25658
37415,10967
37441,14518
37460,13053
37462,12864
37490,23539
37500,11378
37503,17040
37506,12425
37518,12872
37522,15933
37530,28619
37547,18538
37550,19308
37552,14466
37573,20761
37586,18710
37602,23145
37605,16379
37609,13383
37610,13894
37611,19930
37620,11558
37622,20685
37624,18472
37629,22311
37630,17673
37631,11950
37632,19672
37644,22808
37665,14527
37678,23581
37690,23391
37695,12135
37712,19192
37713,14208
37715,21026
37718,19486
37720,14935
37722,10861
37733,11382
37735,15688
37736,10367
37738,8881
37747,14823
37751,14089
37773,22516
37784,21625
37786,14811
37788,8881
37804,25958
37816,24224
37820,11446
37824,11704
37827,11883
37862,19788
37869,14610
37870,12636
37878,33146
37881,20234
37885,13813
37887,15863
37894,9002
37897,20073
37913,20201
37917,14759
37932,19919
37935,12287
37941,25808
37944,24295
37947,20741
37973,12682
37995,11883
37996,15811
38012,20575
38015,10861
38027,30946
38030,12316
38031,11058
38050,30718
38053,13412
38060,17296
38061,16867
38071,17306
38074,14894
38103,10861
38116,32032
38127,13968
38130,8881
38132,9757
38160,11618
38162,14670
38167,14557
38181,27974
38186,10297
38187,19216
38190,20072
38194,12775
38218,43120
38235,18647
38240,16777
38242,15344
38256,25840
38268,26733
38295,15465
38298,56877
38312,10861
38322,12021
38323,17573
38332,15707
38337,18312
38345,26065
38346,39102
38347,23116
38359,23624
38360,12830
38363,25919
38374,24844
38391,16012
38416,20009
38441,9903
38444,11209
38454,16126
38458,27457
38464,11729
38466,10861
38475,15613
38477,17278
38485,23331
38488,9528
38494,14445
38522,14309
38540,19438
38559,18120
38567,26053
38579,15586
38586,18838
38597,14616
38604,20171
38624,11749
38634,17684
38642,31534
38646,8881
38679,13490
38682,27729
38701,22483
38707,14510
38711,10861
38714,14853
38752,10861
38760,20384
38767,26507
38778,18892
38785,11188
38791,19029
38815,13339
38816,13251
38825,13650
38852,21256
38876,11866
38887,19165
38893,24909
38901,9808
38916,15405
38924,27052
38930,12833
38955,18280
38976,12510
38986,14416
38994,20184
39004,15285
39020,11368
39022,15509
39028,11222
39050,14069
39052,19982
39056,59123
39066,25162
39071,17150
39075,15192
39078,27722
39082,19887
39093,9416
39100,25589
39101,15699
39104,8881
39107,46661
39108,10908
39117,12975
39129,11142
39134,10383
39152,19528
39155,12609
39157,12684
39165,16987
39175,11891
39185,26591
39194,19766
39195,22423
39217,10861
39221,25600
39244,11524
39260,16028
39262,30256
39275,12060
39292,16254
39304,13396
39328,25401
39331,10861
39332,22397
39334,13043
39350,21659
